"Gemeente";"Inwoners";"Van";"Tot";"Meldingen";"Meldingen per 100.000";"Zkh opname";"Zkh opname per 100.000"
"Gulpen-Wittem";14178;"04-01-2023";"17-01-2023";7;49,4;1;7,1
"Haaksbergen";24268;"04-01-2023";"17-01-2023";8;33;4;16,5
"Haarlem";162898;"04-01-2023";"17-01-2023";61;37,4;3;1,8
"Haarlemmermeer";159336;"04-01-2023";"17-01-2023";48;30,1;2;1,3
"Halderberge";30770;"04-01-2023";"17-01-2023";3;9,7;3;9,7
"Hardenberg";61798;"04-01-2023";"17-01-2023";21;34;1;1,6
"Harderwijk";48857;"04-01-2023";"17-01-2023";27;55,3;2;4,1
"Hardinxveld-Giessendam";18511;"04-01-2023";"17-01-2023";7;37,8;1;5,4
"Harlingen";15904;"04-01-2023";"17-01-2023";6;37,7;1;6,3
"Hattem";12307;"04-01-2023";"17-01-2023";1;8,1;1;8,1
"Heemskerk";39189;"04-01-2023";"17-01-2023";22;56,1;0;0
"Heemstede";27557;"04-01-2023";"17-01-2023";10;36,3;2;7,3
"Heerde";18976;"04-01-2023";"17-01-2023";5;26,3;2;10,5
"Heerenveen";51119;"04-01-2023";"17-01-2023";11;21,5;2;3,9
"Heerlen";86845;"04-01-2023";"17-01-2023";26;29,9;1;1,2
"Heeze-Leende";16470;"04-01-2023";"17-01-2023";6;36,4;2;12,1
"Heiloo";24417;"04-01-2023";"17-01-2023";8;32,8;3;12,3
"Hellendoorn";35940;"04-01-2023";"17-01-2023";9;25;1;2,8
"Helmond";93476;"04-01-2023";"17-01-2023";16;17,1;8;8,6
"Hendrik-Ido-Ambacht";31663;"04-01-2023";"17-01-2023";11;34,7;0;0
"Hengelo";81476;"04-01-2023";"17-01-2023";23;28,2;4;4,9
"Het Hogeland";48022;"04-01-2023";"17-01-2023";9;18,7;0;0
"Heumen";17175;"04-01-2023";"17-01-2023";3;17,5;0;0
"Heusden";45557;"04-01-2023";"17-01-2023";5;11;1;2,2
"Hillegom";22312;"04-01-2023";"17-01-2023";1;4,5;0;0
"Hilvarenbeek";15810;"04-01-2023";"17-01-2023";3;19;1;6,3
"Hilversum";91733;"04-01-2023";"17-01-2023";10;10,9;0;0
"Hoeksche Waard";88715;"04-01-2023";"17-01-2023";12;13,5;4;4,5
"Hof van Twente";35056;"04-01-2023";"17-01-2023";6;17,1;1;2,9
"Hollands Kroon";48778;"04-01-2023";"17-01-2023";13;26,7;2;4,1
"Hoogeveen";55857;"04-01-2023";"17-01-2023";31;55,5;4;7,2
"Hoorn";74298;"04-01-2023";"17-01-2023";14;18,8;2;2,7
"Horst aan de Maas";43039;"04-01-2023";"17-01-2023";11;25,6;1;2,3
"Houten";50323;"04-01-2023";"17-01-2023";8;15,9;0;0
"Huizen";40938;"04-01-2023";"17-01-2023";19;46,4;0;0
"Hulst";27533;"04-01-2023";"17-01-2023";24;87,2;1;3,6
"IJsselstein";33429;"04-01-2023";"17-01-2023";9;26,9;2;6
"Kaag en Braassem";27895;"04-01-2023";"17-01-2023";5;17,9;2;7,2
"Kampen";54791;"04-01-2023";"17-01-2023";11;20,1;3;5,5
"Kapelle";13020;"04-01-2023";"17-01-2023";3;23;2;15,4
"Katwijk";66032;"04-01-2023";"17-01-2023";14;21,2;4;6,1
"Kerkrade";45324;"04-01-2023";"17-01-2023";10;22,1;1;2,2
"Koggenland";23048;"04-01-2023";"17-01-2023";3;13;1;4,3
"Krimpen aan den IJssel";29415;"04-01-2023";"17-01-2023";14;47,6;0;0
"Krimpenerwaard";57062;"04-01-2023";"17-01-2023";7;12,3;2;3,5
"Laarbeek";22943;"04-01-2023";"17-01-2023";5;21,8;3;13,1
"Land van Cuijk";90707;"04-01-2023";"17-01-2023";29;32;4;4,4
"Landgraaf";37023;"04-01-2023";"17-01-2023";17;45,9;1;2,7
"Landsmeer";11560;"04-01-2023";"17-01-2023";1;8,7;0;0
"Lansingerland";64110;"04-01-2023";"17-01-2023";16;25;2;3,1
"Laren";11528;"04-01-2023";"17-01-2023";2;17,3;0;0
"Leeuwarden";125504;"04-01-2023";"17-01-2023";47;37,4;1;0,8
"Leiden";125074;"04-01-2023";"17-01-2023";47;37,6;5;4
"Leiderdorp";27464;"04-01-2023";"17-01-2023";7;25,5;3;10,9
"Leidschendam-Voorburg";76659;"04-01-2023";"17-01-2023";19;24,8;3;3,9
"Lelystad";81214;"04-01-2023";"17-01-2023";24;29,6;4;4,9
"Leudal";35928;"04-01-2023";"17-01-2023";4;11,1;0;0
"Leusden";30713;"04-01-2023";"17-01-2023";17;55,4;0;0
"Lingewaard";46963;"04-01-2023";"17-01-2023";23;49;0;0
"Lisse";23015;"04-01-2023";"17-01-2023";5;21,7;0;0
"Lochem";34069;"04-01-2023";"17-01-2023";12;35,2;1;2,9
"Loon op Zand";23768;"04-01-2023";"17-01-2023";4;16,8;0;0
"Lopik";14512;"04-01-2023";"17-01-2023";1;6,9;0;0
"Losser";23084;"04-01-2023";"17-01-2023";6;26;0;0
"Maasdriel";25504;"04-01-2023";"17-01-2023";11;43,1;1;3,9
"Maasgouw";24028;"04-01-2023";"17-01-2023";17;70,8;0;0
"Maashorst";58362;"04-01-2023";"17-01-2023";12;20,6;1;1,7
"Maassluis";34148;"04-01-2023";"17-01-2023";5;14,6;1;2,9
"Maastricht";121151;"04-01-2023";"17-01-2023";39;32,2;0;0
"Medemblik";45464;"04-01-2023";"17-01-2023";10;22;2;4,4
"Meerssen";18581;"04-01-2023";"17-01-2023";9;48,4;0;0
"Meierijstad";82613;"04-01-2023";"17-01-2023";21;25,4;3;3,6
"Meppel";34761;"04-01-2023";"17-01-2023";8;23;3;8,6
"Middelburg";49199;"04-01-2023";"17-01-2023";18;36,6;1;2
"Midden-Delfland";19484;"04-01-2023";"17-01-2023";4;20,5;0;0
"Midden-Drenthe";33689;"04-01-2023";"17-01-2023";22;65,3;0;0
"Midden-Groningen";60898;"04-01-2023";"17-01-2023";19;31,2;3;4,9
"Moerdijk";37313;"04-01-2023";"17-01-2023";2;5,4;1;2,7
"Molenlanden";44644;"04-01-2023";"17-01-2023";8;17,9;0;0
"Montferland";36359;"04-01-2023";"17-01-2023";14;38,5;1;2,8
"Montfoort";13818;"04-01-2023";"17-01-2023";2;14,5;0;0
"Mook en Middelaar";7989;"04-01-2023";"17-01-2023";1;12,5;0;0
"Neder-Betuwe";25032;"04-01-2023";"17-01-2023";3;12;3;12
"Nederweert";17323;"04-01-2023";"17-01-2023";3;17,3;1;5,8
"Nieuwegein";64554;"04-01-2023";"17-01-2023";20;31;3;4,6
"Nieuwkoop";29304;"04-01-2023";"17-01-2023";7;23,9;1;3,4
"Nijkerk";44311;"04-01-2023";"17-01-2023";8;18,1;1;2,3
"Nijmegen";179100;"04-01-2023";"17-01-2023";85;47,5;9;5
"Nissewaard";86332;"04-01-2023";"17-01-2023";14;16,2;7;8,1
"Noardeast-Fryslân";45593;"04-01-2023";"17-01-2023";11;24,1;0;0
"Noord-Beveland";7668;"04-01-2023";"17-01-2023";1;13;0;0
"Noordenveld";31238;"04-01-2023";"17-01-2023";11;35,2;2;6,4
"Noordoostpolder";48048;"04-01-2023";"17-01-2023";15;31,2;5;10,4
"Noordwijk";44365;"04-01-2023";"17-01-2023";12;27;1;2,3
"Nuenen, Gerwen en Nederwetten";23826;"04-01-2023";"17-01-2023";10;42;1;4,2
"Nunspeet";28223;"04-01-2023";"17-01-2023";5;17,7;2;7,1
"Oegstgeest";25499;"04-01-2023";"17-01-2023";6;23,5;1;3,9
"Oirschot";19061;"04-01-2023";"17-01-2023";8;42;0;0
"Oisterwijk";32503;"04-01-2023";"17-01-2023";4;12,3;2;6,2
"Oldambt";38521;"04-01-2023";"17-01-2023";10;26;0;0
"Oldebroek";23930;"04-01-2023";"17-01-2023";8;33,4;4;16,7
"Oldenzaal";31741;"04-01-2023";"17-01-2023";7;22,1;3;9,5
"Olst-Wijhe";18496;"04-01-2023";"17-01-2023";1;5,4;1;5,4
"Ommen";18457;"04-01-2023";"17-01-2023";5;27,1;2;10,8
"Oost Gelre";29603;"04-01-2023";"17-01-2023";5;16,9;1;3,4
"Oosterhout";56535;"04-01-2023";"17-01-2023";10;17,7;1;1,8
"Ooststellingwerf";25680;"04-01-2023";"17-01-2023";12;46,7;2;7,8
"Oostzaan";9639;"04-01-2023";"17-01-2023";4;41,5;1;10,4
"Opmeer";12074;"04-01-2023";"17-01-2023";4;33,1;0;0
"Opsterland";29791;"04-01-2023";"17-01-2023";6;20,1;0;0
"Oss";93307;"04-01-2023";"17-01-2023";22;23,6;2;2,1
"Oude IJsselstreek";39387;"04-01-2023";"17-01-2023";17;43,2;0;0
"Ouder-Amstel";14212;"04-01-2023";"17-01-2023";7;49,3;0;0
"Oudewater";10159;"04-01-2023";"17-01-2023";4;39,4;1;9,8
"Overbetuwe";48266;"04-01-2023";"17-01-2023";21;43,5;5;10,4
"Papendrecht";32208;"04-01-2023";"17-01-2023";9;27,9;3;9,3
"Peel en Maas";44278;"04-01-2023";"17-01-2023";12;27,1;1;2,3
"Pekela";12196;"04-01-2023";"17-01-2023";2;16,4;0;0
"Pijnacker-Nootdorp";56572;"04-01-2023";"17-01-2023";9;15,9;3;5,3
"Purmerend";92240;"04-01-2023";"17-01-2023";24;26;6;6,5
"Putten";24598;"04-01-2023";"17-01-2023";4;16,3;0;0
"Raalte";38140;"04-01-2023";"17-01-2023";11;28,8;3;7,9
"Reimerswaal";22920;"04-01-2023";"17-01-2023";8;34,9;5;21,8
"Renkum";31358;"04-01-2023";"17-01-2023";30;95,7;0;0
"Renswoude";5651;"04-01-2023";"17-01-2023";0;0;0;0
"Reusel-De Mierden";13271;"04-01-2023";"17-01-2023";1;7,5;0;0
"Rheden";43435;"04-01-2023";"17-01-2023";34;78,3;3;6,9
"Rhenen";20265;"04-01-2023";"17-01-2023";7;34,5;0;0
"Ridderkerk";47099;"04-01-2023";"17-01-2023";15;31,8;3;6,4
"Rijssen-Holten";38231;"04-01-2023";"17-01-2023";5;13,1;3;7,8
"Rijswijk";56941;"04-01-2023";"17-01-2023";19;33,4;1;1,8
"Roerdalen";20558;"04-01-2023";"17-01-2023";5;24,3;0;0
"Roermond";59184;"04-01-2023";"17-01-2023";16;27;1;1,7
"Roosendaal";77244;"04-01-2023";"17-01-2023";16;20,7;2;2,6
"Rotterdam";655468;"04-01-2023";"17-01-2023";152;23,2;41;6,3
"Rozendaal";1756;"04-01-2023";"17-01-2023";0;0;0;0
"Rucphen";23326;"04-01-2023";"17-01-2023";3;12,9;2;8,6
"Schagen";46833;"04-01-2023";"17-01-2023";23;49,1;3;6,4
"Scherpenzeel";10317;"04-01-2023";"17-01-2023";2;19,4;0;0
"Schiedam";79644;"04-01-2023";"17-01-2023";20;25,1;4;5
"Schiermonnikoog";944;"04-01-2023";"17-01-2023";0;0;0;0
"Schouwen-Duiveland";34152;"04-01-2023";"17-01-2023";10;29,3;2;5,9
"Simpelveld";10425;"04-01-2023";"17-01-2023";4;38,4;0;0
"Sint-Michielsgestel";29731;"04-01-2023";"17-01-2023";3;10,1;0;0
"Sittard-Geleen";91719;"04-01-2023";"17-01-2023";38;41,4;5;5,5
"Sliedrecht";25897;"04-01-2023";"17-01-2023";6;23,2;1;3,9
"Sluis";23141;"04-01-2023";"17-01-2023";6;25,9;0;0
"Smallingerland";55895;"04-01-2023";"17-01-2023";8;14,3;2;3,6
"Soest";47113;"04-01-2023";"17-01-2023";17;36,1;0;0
"Someren";19701;"04-01-2023";"17-01-2023";6;30,5;1;5,1
"Son en Breugel";17775;"04-01-2023";"17-01-2023";5;28,1;0;0
"Stadskanaal";31851;"04-01-2023";"17-01-2023";8;25,1;0;0
"Staphorst";17282;"04-01-2023";"17-01-2023";6;34,7;0;0
"Stede Broec";21947;"04-01-2023";"17-01-2023";5;22,8;0;0
"Steenbergen";24333;"04-01-2023";"17-01-2023";5;20,5;0;0
"Steenwijkerland";44741;"04-01-2023";"17-01-2023";12;26,8;1;2,2
"Stein";24803;"04-01-2023";"17-01-2023";12;48,4;4;16,1
"Stichtse Vecht";65240;"04-01-2023";"17-01-2023";15;23;1;1,5
"Súdwest-Fryslân";90300;"04-01-2023";"17-01-2023";19;21;5;5,5
"Terneuzen";54501;"04-01-2023";"17-01-2023";21;38,5;2;3,7
"Terschelling";4960;"04-01-2023";"17-01-2023";0;0;0;0
"Texel";13687;"04-01-2023";"17-01-2023";3;21,9;0;0
"Teylingen";37942;"04-01-2023";"17-01-2023";12;31,6;0;0
"Tholen";26401;"04-01-2023";"17-01-2023";10;37,9;2;7,6
"Tiel";42277;"04-01-2023";"17-01-2023";19;44,9;7;16,6
"Tilburg";224459;"04-01-2023";"17-01-2023";58;25,8;8;3,6
"Tubbergen";21364;"04-01-2023";"17-01-2023";5;23,4;0;0
"Twenterand";33718;"04-01-2023";"17-01-2023";5;14,8;0;0
"Tynaarlo";34221;"04-01-2023";"17-01-2023";10;29,2;1;2,9
"Tytsjerksteradiel";32282;"04-01-2023";"17-01-2023";7;21,7;1;3,1
"Uitgeest";13563;"04-01-2023";"17-01-2023";2;14,7;0;0
"Uithoorn";31018;"04-01-2023";"17-01-2023";9;29;0;0
"Urk";21468;"04-01-2023";"17-01-2023";2;9,3;1;4,7
"Utrecht";361699;"04-01-2023";"17-01-2023";99;27,4;7;1,9
"Utrechtse Heuvelrug";49981;"04-01-2023";"17-01-2023";10;20;2;4
"Vaals";10135;"04-01-2023";"17-01-2023";3;29,6;0;0
"Valkenburg aan de Geul";16167;"04-01-2023";"17-01-2023";1;6,2;0;0
"Valkenswaard";31236;"04-01-2023";"17-01-2023";15;48;0;0
"Veendam";27466;"04-01-2023";"17-01-2023";10;36,4;0;0
"Veenendaal";67671;"04-01-2023";"17-01-2023";17;25,1;2;3
"Veere";21850;"04-01-2023";"17-01-2023";7;32;2;9,2
"Veldhoven";45822;"04-01-2023";"17-01-2023";16;34,9;4;8,7
"Velsen";68482;"04-01-2023";"17-01-2023";35;51,1;1;1,5
"Venlo";102136;"04-01-2023";"17-01-2023";23;22,5;0;0
"Venray";43964;"04-01-2023";"17-01-2023";11;25;1;2,3
"Vijfheerenlanden";58788;"04-01-2023";"17-01-2023";8;13,6;2;3,4
"Vlaardingen";74143;"04-01-2023";"17-01-2023";8;10,8;2;2,7
"Vlieland";1195;"04-01-2023";"17-01-2023";0;0;0;0
"Vlissingen";44585;"04-01-2023";"17-01-2023";18;40,4;3;6,7
"Voerendaal";12426;"04-01-2023";"17-01-2023";6;48,3;0;0
"Voorne aan Zee";73238;"04-01-2023";"17-01-2023";26;35,5;6;8,2
"Voorschoten";25627;"04-01-2023";"17-01-2023";6;23,4;5;19,5
"Voorst";24994;"04-01-2023";"17-01-2023";7;28;0;0
"Vught";31783;"04-01-2023";"17-01-2023";13;40,9;1;3,1
"Waadhoeke";46309;"04-01-2023";"17-01-2023";18;38,9;1;2,2
"Waalre";17626;"04-01-2023";"17-01-2023";4;22,7;1;5,7
"Waalwijk";49342;"04-01-2023";"17-01-2023";8;16,2;1;2
"Waddinxveen";31342;"04-01-2023";"17-01-2023";6;19,1;1;3,2
"Wageningen";39939;"04-01-2023";"17-01-2023";16;40,1;1;2,5
"Wassenaar";27115;"04-01-2023";"17-01-2023";13;47,9;0;0
"Waterland";17343;"04-01-2023";"17-01-2023";5;28,8;0;0
"Weert";50346;"04-01-2023";"17-01-2023";17;33,8;0;0
"West Betuwe";51971;"04-01-2023";"17-01-2023";13;25;3;5,8
"West Maas en Waal";19675;"04-01-2023";"17-01-2023";14;71,2;1;5,1
"Westerkwartier";64306;"04-01-2023";"17-01-2023";8;12,4;4;6,2
"Westerveld";19854;"04-01-2023";"17-01-2023";7;35,3;2;10,1
"Westervoort";14944;"04-01-2023";"17-01-2023";8;53,5;1;6,7
"Westerwolde";26571;"04-01-2023";"17-01-2023";5;18,8;0;0
"Westland";112448;"04-01-2023";"17-01-2023";29;25,8;6;5,3
"Weststellingwerf";26278;"04-01-2023";"17-01-2023";2;7,6;1;3,8
"Wierden";24643;"04-01-2023";"17-01-2023";4;16,2;1;4,1
"Wijchen";41344;"04-01-2023";"17-01-2023";10;24,2;2;4,8
"Wijdemeren";24494;"04-01-2023";"17-01-2023";2;8,2;0;0
"Wijk bij Duurstede";23921;"04-01-2023";"17-01-2023";5;20,9;2;8,4
"Winterswijk";29185;"04-01-2023";"17-01-2023";6;20,6;3;10,3
"Woensdrecht";22112;"04-01-2023";"17-01-2023";1;4,5;2;9
"Woerden";52882;"04-01-2023";"17-01-2023";16;30,3;2;3,8
"Wormerland";16381;"04-01-2023";"17-01-2023";5;30,5;0;0
"Woudenberg";13873;"04-01-2023";"17-01-2023";2;14,4;0;0
"Zaanstad";157166;"04-01-2023";"17-01-2023";39;24,8;4;2,5
"Zaltbommel";29957;"04-01-2023";"17-01-2023";11;36,7;1;3,3
"Zandvoort";17107;"04-01-2023";"17-01-2023";5;29,2;1;5,8
"Zeewolde";23348;"04-01-2023";"17-01-2023";6;25,7;2;8,6
"Zeist";65987;"04-01-2023";"17-01-2023";24;36,4;6;9,1
"Zevenaar";44645;"04-01-2023";"17-01-2023";15;33,6;1;2,2
"Zoetermeer";125767;"04-01-2023";"17-01-2023";46;36,6;5;4
"Zoeterwoude";9302;"04-01-2023";"17-01-2023";1;10,8;0;0
"Zuidplas";45794;"04-01-2023";"17-01-2023";15;32,8;2;4,4
"Zundert";22260;"04-01-2023";"17-01-2023";5;22,5;3;13,5
"Zutphen";48330;"04-01-2023";"17-01-2023";8;16,6;1;2,1
"Zwartewaterland";23012;"04-01-2023";"17-01-2023";9;39,1;0;0
"Zwijndrecht";44789;"04-01-2023";"17-01-2023";10;22,3;0;0
"Zwolle";130668;"04-01-2023";"17-01-2023";45;34,4;8;6,1
