"Gemeente";"Inwoners";"Van";"Tot";"Meldingen";"Meldingen per 100.000";"Zkh opname";"Zkh opname per 100.000";"Overleden";"Overleden per 100.000"
"Woerden";52882;"26-10-2022";"08-11-2022";64;121;1;1,9;0;0
"Wormerland";16381;"26-10-2022";"08-11-2022";20;122,1;0;0;0;0
"Woudenberg";13873;"26-10-2022";"08-11-2022";16;115,3;0;0;0;0
"Zaanstad";157166;"26-10-2022";"08-11-2022";128;81,4;11;7;0;0
"Zaltbommel";29957;"26-10-2022";"08-11-2022";29;96,8;4;13,4;0;0
"Zandvoort";17107;"26-10-2022";"08-11-2022";10;58,5;0;0;0;0
"Zeewolde";23348;"26-10-2022";"08-11-2022";23;98,5;0;0;0;0
"Zeist";65987;"26-10-2022";"08-11-2022";90;136,4;7;10,6;0;0
"Zevenaar";44645;"26-10-2022";"08-11-2022";34;76,2;1;2,2;0;0
"Zoetermeer";125767;"26-10-2022";"08-11-2022";109;86,7;3;2,4;0;0
"Zoeterwoude";9302;"26-10-2022";"08-11-2022";11;118,3;1;10,8;0;0
"Zuidplas";45794;"26-10-2022";"08-11-2022";36;78,6;1;2,2;1;2,2
"Zundert";22260;"26-10-2022";"08-11-2022";10;44,9;0;0;0;0
"Zutphen";48330;"26-10-2022";"08-11-2022";53;109,7;5;10,3;0;0
"Zwartewaterland";23012;"26-10-2022";"08-11-2022";18;78,2;0;0;0;0
"Zwijndrecht";44789;"26-10-2022";"08-11-2022";30;67;3;6,7;0;0
"Zwolle";130668;"26-10-2022";"08-11-2022";131;100,3;4;3,1;0;0
