"Gemeente";"Inwoners";"Van";"Tot";"Meldingen";"Meldingen per 100.000";"Zkh opname";"Zkh opname per 100.000";"Overleden";"Overleden per 100.000"
"Wormerland";16381;"21-12-2022";"03-01-2023";9;54,9;0;0;0;0
"Woudenberg";13873;"21-12-2022";"03-01-2023";15;108,1;0;0;0;0
"Zaanstad";157166;"21-12-2022";"03-01-2023";77;49;12;7,6;1;0,6
"Zaltbommel";29957;"21-12-2022";"03-01-2023";23;76,8;3;10;0;0
"Zandvoort";17107;"21-12-2022";"03-01-2023";11;64,3;1;5,8;0;0
"Zeewolde";23348;"21-12-2022";"03-01-2023";4;17,1;1;4,3;0;0
"Zeist";65987;"21-12-2022";"03-01-2023";79;119,7;11;16,7;0;0
"Zevenaar";44645;"21-12-2022";"03-01-2023";17;38,1;1;2,2;0;0
"Zoetermeer";125767;"21-12-2022";"03-01-2023";83;66;8;6,4;0;0
"Zoeterwoude";9302;"21-12-2022";"03-01-2023";11;118,3;1;10,8;0;0
"Zuidplas";45794;"21-12-2022";"03-01-2023";21;45,9;2;4,4;0;0
"Zundert";22260;"21-12-2022";"03-01-2023";7;31,4;1;4,5;0;0
"Zutphen";48330;"21-12-2022";"03-01-2023";46;95,2;2;4,1;0;0
"Zwartewaterland";23012;"21-12-2022";"03-01-2023";15;65,2;3;13;0;0
"Zwijndrecht";44789;"21-12-2022";"03-01-2023";21;46,9;0;0;0;0
"Zwolle";130668;"21-12-2022";"03-01-2023";121;92,6;17;13;0;0
