"Gemeente";"Inwoners";"Van";"Tot";"Meldingen";"Meldingen per 100.000";"Zkh opname";"Zkh opname per 100.000";"Overleden";"Overleden per 100.000"
"Barneveld";60584;"28-09-2022";"11-10-2022";133;219,5;5;8,3;0;0
"Beek";15817;"28-09-2022";"11-10-2022";67;423,6;0;0;0;0
"Beekdaelen";35922;"28-09-2022";"11-10-2022";129;359,1;3;8,4;0;0
"Beesel";13408;"28-09-2022";"11-10-2022";34;253,6;0;0;0;0
"Berg en Dal";34951;"28-09-2022";"11-10-2022";78;223,2;5;14,3;0;0
"Bergeijk";18879;"28-09-2022";"11-10-2022";48;254,3;0;0;0;0
"Bergen (L.)";13106;"28-09-2022";"11-10-2022";37;282,3;1;7,6;0;0
"Bergen (NH.)";29723;"28-09-2022";"11-10-2022";72;242,2;2;6,7;0;0
"Bergen op Zoom";67894;"28-09-2022";"11-10-2022";142;209,1;8;11,8;0;0
"Berkelland";43850;"28-09-2022";"11-10-2022";102;232,6;4;9,1;0;0
"Bernheze";31715;"28-09-2022";"11-10-2022";74;233,3;2;6,3;0;0
"Best";30608;"28-09-2022";"11-10-2022";51;166,6;0;0;0;0
"Beuningen";26235;"28-09-2022";"11-10-2022";80;304,9;2;7,6;0;0
"Beverwijk";42084;"28-09-2022";"11-10-2022";99;235,2;1;2,4;0;0
"Bladel";20718;"28-09-2022";"11-10-2022";27;130,3;0;0;0;0
"Blaricum";12359;"28-09-2022";"11-10-2022";33;267;1;8,1;0;0
"Bloemendaal";23732;"28-09-2022";"11-10-2022";74;311,8;1;4,2;0;0
"Bodegraven-Reeuwijk";35752;"28-09-2022";"11-10-2022";95;265,7;1;2,8;0;0
"Boekel";11030;"28-09-2022";"11-10-2022";24;217,6;0;0;0;0
"Borger-Odoorn";25681;"28-09-2022";"11-10-2022";40;155,8;0;0;0;0
"Borne";24007;"28-09-2022";"11-10-2022";66;274,9;0;0;0;0
"Borsele";22847;"28-09-2022";"11-10-2022";36;157,6;0;0;0;0
"Boxtel";33129;"28-09-2022";"11-10-2022";97;292,8;5;15,1;0;0
"Breda";184702;"28-09-2022";"11-10-2022";514;278,3;20;10,8;1;0,5
"Brielle";17704;"28-09-2022";"11-10-2022";34;192;2;11,3;0;0
"Bronckhorst";36077;"28-09-2022";"11-10-2022";93;257,8;2;5,5;1;2,8
"Brummen";20890;"28-09-2022";"11-10-2022";46;220,2;4;19,1;0;0
"Brunssum";27674;"28-09-2022";"11-10-2022";88;318;1;3,6;0;0
"Bunnik";15590;"28-09-2022";"11-10-2022";26;166,8;4;25,7;0;0
"Bunschoten";22325;"28-09-2022";"11-10-2022";47;210,5;2;9;0;0
"Buren";27155;"28-09-2022";"11-10-2022";69;254,1;4;14,7;0;0
"Capelle aan den IJssel";67188;"28-09-2022";"11-10-2022";109;162,2;2;3;1;1,5
"Castricum";36263;"28-09-2022";"11-10-2022";95;262;1;2,8;1;2,8
"Coevorden";35517;"28-09-2022";"11-10-2022";93;261,8;5;14,1;0;0
"Cranendonck";20669;"28-09-2022";"11-10-2022";46;222,6;1;4,8;0;0
"Culemborg";29397;"28-09-2022";"11-10-2022";73;248,3;2;6,8;1;3,4
"Dalfsen";29162;"28-09-2022";"11-10-2022";89;305,2;2;6,9;0;0
"Dantumadiel";18957;"28-09-2022";"11-10-2022";48;253,2;2;10,6;0;0
"De Bilt";43508;"28-09-2022";"11-10-2022";104;239;5;11,5;0;0
"De Fryske Marren";51597;"28-09-2022";"11-10-2022";142;275,2;8;15,5;0;0
"De Ronde Venen";44955;"28-09-2022";"11-10-2022";89;198;2;4,4;0;0
"De Wolden";24511;"28-09-2022";"11-10-2022";76;310,1;3;12,2;0;0
"Delft";104572;"28-09-2022";"11-10-2022";173;165,4;7;6,7;1;1
"Den Helder";56334;"28-09-2022";"11-10-2022";79;140,2;7;12,4;1;1,8
"Deurne";32606;"28-09-2022";"11-10-2022";46;141,1;4;12,3;0;0
"Deventer";101446;"28-09-2022";"11-10-2022";306;301,6;7;6,9;2;2
"Diemen";31822;"28-09-2022";"11-10-2022";67;210,5;1;3,1;1;3,1
"Dijk en Waard";87695;"28-09-2022";"11-10-2022";153;174,5;7;8;0;0
"Dinkelland";26594;"28-09-2022";"11-10-2022";67;251,9;0;0;1;3,8
"Doesburg";11036;"28-09-2022";"11-10-2022";24;217,5;0;0;0;0
"Doetinchem";58546;"28-09-2022";"11-10-2022";196;334,8;11;18,8;1;1,7
"Dongen";26483;"28-09-2022";"11-10-2022";74;279,4;1;3,8;0;0
"Dordrecht";119537;"28-09-2022";"11-10-2022";288;240,9;4;3,3;0;0
"Drechterland";19983;"28-09-2022";"11-10-2022";51;255,2;1;5;0;0
"Drimmelen";27476;"28-09-2022";"11-10-2022";81;294,8;8;29,1;0;0
"Dronten";42865;"28-09-2022";"11-10-2022";60;140;1;2,3;0;0
"Druten";19178;"28-09-2022";"11-10-2022";59;307,6;1;5,2;0;0
"Duiven";24946;"28-09-2022";"11-10-2022";81;324,7;0;0;1;4
"Echt-Susteren";31731;"28-09-2022";"11-10-2022";157;494,8;1;3,2;0;0
"Edam-Volendam";36471;"28-09-2022";"11-10-2022";52;142,6;1;2,7;0;0
"Ede";119986;"28-09-2022";"11-10-2022";312;260;5;4,2;1;0,8
"Eemnes";9450;"28-09-2022";"11-10-2022";14;148,1;0;0;0;0
"Eemsdelta";45389;"28-09-2022";"11-10-2022";97;213,7;0;0;0;0
"Eersel";19823;"28-09-2022";"11-10-2022";58;292,6;0;0;0;0
"Eijsden-Margraten";25857;"28-09-2022";"11-10-2022";83;321;0;0;0;0
"Eindhoven";238326;"28-09-2022";"11-10-2022";447;187,6;2;0,8;0;0
"Elburg";23740;"28-09-2022";"11-10-2022";75;315,9;1;4,2;0;0
"Emmen";107856;"28-09-2022";"11-10-2022";236;218,8;0;0;0;0
"Enkhuizen";18620;"28-09-2022";"11-10-2022";19;102;2;10,7;0;0
"Enschede";160640;"28-09-2022";"11-10-2022";407;253,4;18;11,2;0;0
"Epe";33257;"28-09-2022";"11-10-2022";80;240,6;3;9;1;3
"Ermelo";27258;"28-09-2022";"11-10-2022";78;286,2;4;14,7;0;0
"Etten-Leur";44152;"28-09-2022";"11-10-2022";117;265;1;2,3;0;0
"Geertruidenberg";21944;"28-09-2022";"11-10-2022";49;223,3;3;13,7;0;0
"Geldrop-Mierlo";40131;"28-09-2022";"11-10-2022";106;264,1;5;12,5;0;0
"Gemert-Bakel";31040;"28-09-2022";"11-10-2022";60;193,3;3;9,7;0;0
"Gennep";17237;"28-09-2022";"11-10-2022";41;237,9;2;11,6;0;0
"Gilze en Rijen";26557;"28-09-2022";"11-10-2022";51;192;2;7,5;0;0
"Goeree-Overflakkee";51051;"28-09-2022";"11-10-2022";133;260,5;8;15,7;0;0
"Goes";38950;"28-09-2022";"11-10-2022";109;279,8;1;2,6;0;0
"Goirle";23979;"28-09-2022";"11-10-2022";75;312,8;3;12,5;0;0
"Gooise Meren";58846;"28-09-2022";"11-10-2022";134;227,7;0;0;0;0
"Gorinchem";37632;"28-09-2022";"11-10-2022";65;172,7;6;15,9;0;0
"Gouda";74095;"28-09-2022";"11-10-2022";207;279,4;5;6,7;0;0
"Groningen";234950;"28-09-2022";"11-10-2022";396;168,5;16;6,8;2;0,9
"Gulpen-Wittem";14178;"28-09-2022";"11-10-2022";43;303,3;0;0;1;7,1
"Haaksbergen";24268;"28-09-2022";"11-10-2022";52;214,3;1;4,1;0;0
"Haarlem";162898;"28-09-2022";"11-10-2022";368;225,9;15;9,2;0;0
"Haarlemmermeer";159336;"28-09-2022";"11-10-2022";316;198,3;8;5;0;0
"Halderberge";30770;"28-09-2022";"11-10-2022";78;253,5;2;6,5;0;0
"Hardenberg";61798;"28-09-2022";"11-10-2022";167;270,2;5;8,1;0;0
"Harderwijk";48857;"28-09-2022";"11-10-2022";136;278,4;3;6,1;0;0
"Hardinxveld-Giessendam";18511;"28-09-2022";"11-10-2022";29;156,7;1;5,4;0;0
"Harlingen";15904;"28-09-2022";"11-10-2022";22;138,3;2;12,6;0;0
"Hattem";12307;"28-09-2022";"11-10-2022";42;341,3;0;0;0;0
"Heemskerk";39189;"28-09-2022";"11-10-2022";106;270,5;0;0;0;0
"Heemstede";27557;"28-09-2022";"11-10-2022";78;283;3;10,9;0;0
"Heerde";18976;"28-09-2022";"11-10-2022";73;384,7;2;10,5;0;0
"Heerenveen";51119;"28-09-2022";"11-10-2022";136;266;11;21,5;0;0
"Heerlen";86845;"28-09-2022";"11-10-2022";309;355,8;10;11,5;0;0
"Heeze-Leende";16470;"28-09-2022";"11-10-2022";33;200,4;1;6,1;0;0
"Heiloo";24417;"28-09-2022";"11-10-2022";44;180,2;2;8,2;0;0
"Hellendoorn";35940;"28-09-2022";"11-10-2022";65;180,9;3;8,3;0;0
"Hellevoetsluis";40574;"28-09-2022";"11-10-2022";64;157,7;5;12,3;1;2,5
"Helmond";93476;"28-09-2022";"11-10-2022";225;240,7;10;10,7;0;0
"Hendrik-Ido-Ambacht";31663;"28-09-2022";"11-10-2022";74;233,7;2;6,3;0;0
"Hengelo";81476;"28-09-2022";"11-10-2022";183;224,6;5;6,1;0;0
"Het Hogeland";48022;"28-09-2022";"11-10-2022";101;210,3;4;8,3;0;0
"Heumen";17175;"28-09-2022";"11-10-2022";62;361;1;5,8;0;0
"Heusden";45557;"28-09-2022";"11-10-2022";106;232,7;7;15,4;0;0
"Hillegom";22312;"28-09-2022";"11-10-2022";46;206,2;2;9;0;0
"Hilvarenbeek";15810;"28-09-2022";"11-10-2022";52;328,9;1;6,3;0;0
"Hilversum";91733;"28-09-2022";"11-10-2022";157;171,1;0;0;0;0
"Hoeksche Waard";88715;"28-09-2022";"11-10-2022";170;191,6;13;14,7;0;0
"Hof van Twente";35056;"28-09-2022";"11-10-2022";106;302,4;3;8,6;0;0
"Hollands Kroon";48778;"28-09-2022";"11-10-2022";63;129,2;4;8,2;0;0
"Hoogeveen";55857;"28-09-2022";"11-10-2022";109;195,1;2;3,6;0;0
"Hoorn";74298;"28-09-2022";"11-10-2022";129;173,6;9;12,1;0;0
"Horst aan de Maas";43039;"28-09-2022";"11-10-2022";82;190,5;1;2,3;0;0
"Houten";50323;"28-09-2022";"11-10-2022";69;137,1;1;2;0;0
"Huizen";40938;"28-09-2022";"11-10-2022";93;227,2;0;0;0;0
"Hulst";27533;"28-09-2022";"11-10-2022";51;185,2;2;7,3;0;0
"IJsselstein";33429;"28-09-2022";"11-10-2022";65;194,4;4;12;0;0
"Kaag en Braassem";27895;"28-09-2022";"11-10-2022";144;516,2;2;7,2;1;3,6
"Kampen";54791;"28-09-2022";"11-10-2022";120;219;2;3,7;0;0
"Kapelle";13020;"28-09-2022";"11-10-2022";31;238,1;0;0;0;0
"Katwijk";66032;"28-09-2022";"11-10-2022";86;130,2;5;7,6;0;0
"Kerkrade";45324;"28-09-2022";"11-10-2022";105;231,7;1;2,2;0;0
"Koggenland";23048;"28-09-2022";"11-10-2022";39;169,2;1;4,3;0;0
"Krimpen aan den IJssel";29415;"28-09-2022";"11-10-2022";71;241,4;0;0;1;3,4
"Krimpenerwaard";57062;"28-09-2022";"11-10-2022";127;222,6;1;1,8;0;0
"Laarbeek";22943;"28-09-2022";"11-10-2022";69;300,7;4;17,4;0;0
"Land van Cuijk";90707;"28-09-2022";"11-10-2022";276;304,3;8;8,8;0;0
"Landgraaf";37023;"28-09-2022";"11-10-2022";96;259,3;4;10,8;0;0
"Landsmeer";11560;"28-09-2022";"11-10-2022";15;129,8;0;0;0;0
"Lansingerland";64110;"28-09-2022";"11-10-2022";153;238,7;5;7,8;1;1,6
"Laren";11528;"28-09-2022";"11-10-2022";37;321;1;8,7;0;0
"Leeuwarden";125504;"28-09-2022";"11-10-2022";265;211,1;10;8;1;0,8
"Leiden";125074;"28-09-2022";"11-10-2022";259;207,1;4;3,2;0;0
"Leiderdorp";27464;"28-09-2022";"11-10-2022";73;265,8;2;7,3;0;0
"Leidschendam-Voorburg";76659;"28-09-2022";"11-10-2022";144;187,8;3;3,9;0;0
"Lelystad";81214;"28-09-2022";"11-10-2022";157;193,3;6;7,4;0;0
"Leudal";35928;"28-09-2022";"11-10-2022";108;300,6;0;0;0;0
"Leusden";30713;"28-09-2022";"11-10-2022";74;240,9;5;16,3;0;0
"Lingewaard";46963;"28-09-2022";"11-10-2022";161;342,8;0;0;1;2,1
"Lisse";23015;"28-09-2022";"11-10-2022";36;156,4;0;0;0;0
"Lochem";34069;"28-09-2022";"11-10-2022";79;231,9;4;11,7;0;0
"Loon op Zand";23768;"28-09-2022";"11-10-2022";76;319,8;4;16,8;0;0
"Lopik";14512;"28-09-2022";"11-10-2022";21;144,7;2;13,8;0;0
"Losser";23084;"28-09-2022";"11-10-2022";71;307,6;3;13;0;0
"Maasdriel";25504;"28-09-2022";"11-10-2022";56;219,6;6;23,5;0;0
"Maasgouw";24028;"28-09-2022";"11-10-2022";158;657,6;0;0;0;0
"Maashorst";58362;"28-09-2022";"11-10-2022";106;181,6;6;10,3;0;0
"Maassluis";34148;"28-09-2022";"11-10-2022";50;146,4;4;11,7;0;0
"Maastricht";121151;"28-09-2022";"11-10-2022";308;254,2;0;0;0;0
"Medemblik";45464;"28-09-2022";"11-10-2022";64;140,8;1;2,2;0;0
"Meerssen";18581;"28-09-2022";"11-10-2022";63;339,1;0;0;0;0
"Meierijstad";82613;"28-09-2022";"11-10-2022";159;192,5;11;13,3;2;2,4
"Meppel";34761;"28-09-2022";"11-10-2022";96;276,2;3;8,6;0;0
"Middelburg";49199;"28-09-2022";"11-10-2022";115;233,7;4;8,1;0;0
"Midden-Delfland";19484;"28-09-2022";"11-10-2022";42;215,6;7;35,9;0;0
"Midden-Drenthe";33689;"28-09-2022";"11-10-2022";81;240,4;0;0;0;0
"Midden-Groningen";60898;"28-09-2022";"11-10-2022";161;264,4;6;9,9;0;0
"Moerdijk";37313;"28-09-2022";"11-10-2022";95;254,6;3;8;0;0
"Molenlanden";44644;"28-09-2022";"11-10-2022";70;156,8;3;6,7;0;0
"Montferland";36359;"28-09-2022";"11-10-2022";138;379,5;4;11;0;0
"Montfoort";13818;"28-09-2022";"11-10-2022";49;354,6;2;14,5;0;0
"Mook en Middelaar";7989;"28-09-2022";"11-10-2022";25;312,9;1;12,5;0;0
"Neder-Betuwe";25032;"28-09-2022";"11-10-2022";59;235,7;4;16;0;0
"Nederweert";17323;"28-09-2022";"11-10-2022";32;184,7;0;0;0;0
"Nieuwegein";64554;"28-09-2022";"11-10-2022";93;144,1;6;9,3;0;0
"Nieuwkoop";29304;"28-09-2022";"11-10-2022";68;232,1;3;10,2;0;0
"Nijkerk";44311;"28-09-2022";"11-10-2022";115;259,5;6;13,5;1;2,3
"Nijmegen";179100;"28-09-2022";"11-10-2022";401;223,9;11;6,1;1;0,6
"Nissewaard";86332;"28-09-2022";"11-10-2022";213;246,7;13;15,1;1;1,2
"Noardeast-Fryslân";45593;"28-09-2022";"11-10-2022";89;195,2;4;8,8;0;0
"Noord-Beveland";7668;"28-09-2022";"11-10-2022";24;313;0;0;0;0
"Noordenveld";31238;"28-09-2022";"11-10-2022";90;288,1;5;16;0;0
"Noordoostpolder";48048;"28-09-2022";"11-10-2022";113;235,2;4;8,3;0;0
"Noordwijk";44365;"28-09-2022";"11-10-2022";95;214,1;1;2,3;0;0
"Nuenen, Gerwen en Nederwetten";23826;"28-09-2022";"11-10-2022";82;344,2;1;4,2;0;0
"Nunspeet";28223;"28-09-2022";"11-10-2022";70;248;1;3,5;0;0
"Oegstgeest";25499;"28-09-2022";"11-10-2022";77;302;1;3,9;0;0
"Oirschot";19061;"28-09-2022";"11-10-2022";38;199,4;1;5,2;0;0
"Oisterwijk";32503;"28-09-2022";"11-10-2022";71;218,4;3;9,2;0;0
"Oldambt";38521;"28-09-2022";"11-10-2022";112;290,8;0;0;0;0
"Oldebroek";23930;"28-09-2022";"11-10-2022";54;225,7;3;12,5;0;0
"Oldenzaal";31741;"28-09-2022";"11-10-2022";119;374,9;3;9,5;0;0
"Olst-Wijhe";18496;"28-09-2022";"11-10-2022";44;237,9;3;16,2;0;0
"Ommen";18457;"28-09-2022";"11-10-2022";72;390,1;2;10,8;0;0
"Oost Gelre";29603;"28-09-2022";"11-10-2022";79;266,9;4;13,5;0;0
"Oosterhout";56535;"28-09-2022";"11-10-2022";142;251,2;3;5,3;0;0
"Ooststellingwerf";25680;"28-09-2022";"11-10-2022";18;70,1;1;3,9;0;0
"Oostzaan";9639;"28-09-2022";"11-10-2022";18;186,7;0;0;0;0
"Opmeer";12074;"28-09-2022";"11-10-2022";29;240,2;0;0;0;0
"Opsterland";29791;"28-09-2022";"11-10-2022";98;329;2;6,7;0;0
"Oss";93307;"28-09-2022";"11-10-2022";159;170,4;6;6,4;0;0
"Oude IJsselstreek";39387;"28-09-2022";"11-10-2022";114;289,4;3;7,6;0;0
"Ouder-Amstel";14212;"28-09-2022";"11-10-2022";26;182,9;0;0;0;0
"Oudewater";10159;"28-09-2022";"11-10-2022";27;265,8;2;19,7;0;0
"Overbetuwe";48266;"28-09-2022";"11-10-2022";137;283,8;4;8,3;0;0
"Papendrecht";32208;"28-09-2022";"11-10-2022";65;201,8;1;3,1;0;0
"Peel en Maas";44278;"28-09-2022";"11-10-2022";111;250,7;1;2,3;0;0
"Pekela";12196;"28-09-2022";"11-10-2022";35;287;0;0;0;0
"Pijnacker-Nootdorp";56572;"28-09-2022";"11-10-2022";102;180,3;4;7,1;0;0
"Purmerend";92240;"28-09-2022";"11-10-2022";168;182,1;5;5,4;0;0
"Putten";24598;"28-09-2022";"11-10-2022";52;211,4;2;8,1;0;0
"Raalte";38140;"28-09-2022";"11-10-2022";86;225,5;3;7,9;0;0
"Reimerswaal";22920;"28-09-2022";"11-10-2022";41;178,9;1;4,4;0;0
"Renkum";31358;"28-09-2022";"11-10-2022";93;296,6;1;3,2;0;0
"Renswoude";5651;"28-09-2022";"11-10-2022";8;141,6;0;0;0;0
"Reusel-De Mierden";13271;"28-09-2022";"11-10-2022";23;173,3;0;0;0;0
"Rheden";43435;"28-09-2022";"11-10-2022";115;264,8;0;0;0;0
"Rhenen";20265;"28-09-2022";"11-10-2022";39;192,5;0;0;0;0
"Ridderkerk";47099;"28-09-2022";"11-10-2022";79;167,7;2;4,2;0;0
"Rijssen-Holten";38231;"28-09-2022";"11-10-2022";92;240,6;4;10,5;0;0
"Rijswijk";56941;"28-09-2022";"11-10-2022";106;186,2;6;10,5;1;1,8
"Roerdalen";20558;"28-09-2022";"11-10-2022";86;418,3;0;0;0;0
"Roermond";59184;"28-09-2022";"11-10-2022";198;334,5;0;0;0;0
"Roosendaal";77244;"28-09-2022";"11-10-2022";194;251,2;5;6,5;0;0
"Rotterdam";655468;"28-09-2022";"11-10-2022";1053;160,6;40;6,1;1;0,2
"Rozendaal";1756;"28-09-2022";"11-10-2022";6;341,7;0;0;0;0
"Rucphen";23326;"28-09-2022";"11-10-2022";59;252,9;3;12,9;0;0
"Schagen";46833;"28-09-2022";"11-10-2022";68;145,2;2;4,3;0;0
"Scherpenzeel";10317;"28-09-2022";"11-10-2022";23;222,9;2;19,4;0;0
"Schiedam";79644;"28-09-2022";"11-10-2022";115;144,4;7;8,8;0;0
"Schiermonnikoog";944;"28-09-2022";"11-10-2022";2;211,9;0;0;0;0
"Schouwen-Duiveland";34152;"28-09-2022";"11-10-2022";71;207,9;3;8,8;0;0
"Simpelveld";10425;"28-09-2022";"11-10-2022";36;345,3;2;19,2;1;9,6
"Sint-Michielsgestel";29731;"28-09-2022";"11-10-2022";80;269,1;2;6,7;0;0
"Sittard-Geleen";91719;"28-09-2022";"11-10-2022";377;411;8;8,7;0;0
"Sliedrecht";25897;"28-09-2022";"11-10-2022";34;131,3;0;0;0;0
"Sluis";23141;"28-09-2022";"11-10-2022";33;142,6;1;4,3;0;0
"Smallingerland";55895;"28-09-2022";"11-10-2022";109;195;2;3,6;0;0
"Soest";47113;"28-09-2022";"11-10-2022";108;229,2;5;10,6;1;2,1
"Someren";19701;"28-09-2022";"11-10-2022";49;248,7;2;10,2;0;0
"Son en Breugel";17775;"28-09-2022";"11-10-2022";53;298,2;0;0;0;0
"Stadskanaal";31851;"28-09-2022";"11-10-2022";72;226,1;2;6,3;0;0
"Staphorst";17282;"28-09-2022";"11-10-2022";25;144,7;2;11,6;0;0
"Stede Broec";21947;"28-09-2022";"11-10-2022";34;154,9;2;9,1;0;0
"Steenbergen";24333;"28-09-2022";"11-10-2022";58;238,4;3;12,3;0;0
"Steenwijkerland";44741;"28-09-2022";"11-10-2022";73;163,2;4;8,9;1;2,2
"Stein";24803;"28-09-2022";"11-10-2022";104;419,3;1;4;0;0
"Stichtse Vecht";65240;"28-09-2022";"11-10-2022";147;225,3;9;13,8;0;0
"Súdwest-Fryslân";90300;"28-09-2022";"11-10-2022";132;146,2;3;3,3;0;0
"Terneuzen";54501;"28-09-2022";"11-10-2022";101;185,3;2;3,7;0;0
"Terschelling";4960;"28-09-2022";"11-10-2022";9;181,5;0;0;0;0
"Texel";13687;"28-09-2022";"11-10-2022";13;95;1;7,3;0;0
"Teylingen";37942;"28-09-2022";"11-10-2022";71;187,1;2;5,3;0;0
"Tholen";26401;"28-09-2022";"11-10-2022";36;136,4;4;15,2;0;0
"Tiel";42277;"28-09-2022";"11-10-2022";99;234,2;2;4,7;0;0
"Tilburg";224459;"28-09-2022";"11-10-2022";595;265,1;25;11,1;0;0
"Tubbergen";21364;"28-09-2022";"11-10-2022";62;290,2;0;0;0;0
"Twenterand";33718;"28-09-2022";"11-10-2022";76;225,4;2;5,9;0;0
"Tynaarlo";34221;"28-09-2022";"11-10-2022";64;187;2;5,8;0;0
"Tytsjerksteradiel";32282;"28-09-2022";"11-10-2022";62;192,1;3;9,3;0;0
"Uitgeest";13563;"28-09-2022";"11-10-2022";22;162,2;0;0;0;0
"Uithoorn";31018;"28-09-2022";"11-10-2022";67;216;1;3,2;0;0
"Urk";21468;"28-09-2022";"11-10-2022";16;74,5;1;4,7;0;0
"Utrecht";361699;"28-09-2022";"11-10-2022";632;174,7;20;5,5;0;0
"Utrechtse Heuvelrug";49981;"28-09-2022";"11-10-2022";101;202,1;5;10;1;2
"Vaals";10135;"28-09-2022";"11-10-2022";27;266,4;1;9,9;0;0
"Valkenburg aan de Geul";16167;"28-09-2022";"11-10-2022";62;383,5;1;6,2;0;0
"Valkenswaard";31236;"28-09-2022";"11-10-2022";95;304,1;2;6,4;0;0
"Veendam";27466;"28-09-2022";"11-10-2022";84;305,8;0;0;0;0
"Veenendaal";67671;"28-09-2022";"11-10-2022";160;236,4;1;1,5;0;0
"Veere";21850;"28-09-2022";"11-10-2022";72;329,5;2;9,2;0;0
"Veldhoven";45822;"28-09-2022";"11-10-2022";77;168;0;0;0;0
"Velsen";68482;"28-09-2022";"11-10-2022";135;197,1;3;4,4;0;0
"Venlo";102136;"28-09-2022";"11-10-2022";259;253,6;1;1;0;0
"Venray";43964;"28-09-2022";"11-10-2022";47;106,9;0;0;0;0
"Vijfheerenlanden";58788;"28-09-2022";"11-10-2022";70;119,1;6;10,2;0;0
"Vlaardingen";74143;"28-09-2022";"11-10-2022";102;137,6;7;9,4;0;0
"Vlieland";1195;"28-09-2022";"11-10-2022";1;83,7;0;0;0;0
"Vlissingen";44585;"28-09-2022";"11-10-2022";109;244,5;7;15,7;0;0
"Voerendaal";12426;"28-09-2022";"11-10-2022";52;418,5;2;16,1;0;0
"Voorschoten";25627;"28-09-2022";"11-10-2022";72;281;0;0;0;0
"Voorst";24994;"28-09-2022";"11-10-2022";83;332,1;6;24;0;0
"Vught";31783;"28-09-2022";"11-10-2022";87;273,7;3;9,4;0;0
"Waadhoeke";46309;"28-09-2022";"11-10-2022";89;192,2;11;23,8;0;0
"Waalre";17626;"28-09-2022";"11-10-2022";49;278;0;0;0;0
"Waalwijk";49342;"28-09-2022";"11-10-2022";131;265,5;3;6,1;0;0
"Waddinxveen";31342;"28-09-2022";"11-10-2022";81;258,4;3;9,6;0;0
"Wageningen";39939;"28-09-2022";"11-10-2022";79;197,8;0;0;0;0
"Wassenaar";27115;"28-09-2022";"11-10-2022";68;250,8;0;0;0;0
"Waterland";17343;"28-09-2022";"11-10-2022";44;253,7;0;0;0;0
"Weert";50346;"28-09-2022";"11-10-2022";139;276,1;0;0;1;2
"West Betuwe";51971;"28-09-2022";"11-10-2022";108;207,8;5;9,6;0;0
"West Maas en Waal";19675;"28-09-2022";"11-10-2022";53;269,4;7;35,6;0;0
"Westerkwartier";64306;"28-09-2022";"11-10-2022";97;150,8;5;7,8;0;0
"Westerveld";19854;"28-09-2022";"11-10-2022";46;231,7;0;0;0;0
"Westervoort";14944;"28-09-2022";"11-10-2022";40;267,7;0;0;0;0
"Westerwolde";26571;"28-09-2022";"11-10-2022";45;169,4;1;3,8;0;0
"Westland";112448;"28-09-2022";"11-10-2022";221;196,5;11;9,8;0;0
"Weststellingwerf";26278;"28-09-2022";"11-10-2022";44;167,4;5;19;0;0
"Westvoorne";14960;"28-09-2022";"11-10-2022";29;193,9;1;6,7;0;0
"Wierden";24643;"28-09-2022";"11-10-2022";66;267,8;4;16,2;0;0
"Wijchen";41344;"28-09-2022";"11-10-2022";101;244,3;5;12,1;0;0
"Wijdemeren";24494;"28-09-2022";"11-10-2022";48;196;0;0;0;0
"Wijk bij Duurstede";23921;"28-09-2022";"11-10-2022";34;142,1;2;8,4;0;0
