"Gemeente";"Inwoners";"Van";"Tot";"Meldingen";"Meldingen per 100.000";"Zkh opname";"Zkh opname per 100.000";"Overleden";"Overleden per 100.000"
"Diemen";31822;"14-12-2022";"27-12-2022";25;78,6;0;0;0;0
"Dijk en Waard";87695;"14-12-2022";"27-12-2022";35;39,9;9;10,3;0;0
"Dinkelland";26594;"14-12-2022";"27-12-2022";11;41,4;1;3,8;0;0
"Doesburg";11036;"14-12-2022";"27-12-2022";5;45,3;0;0;0;0
"Doetinchem";58546;"14-12-2022";"27-12-2022";44;75,2;0;0;0;0
"Dongen";26483;"14-12-2022";"27-12-2022";19;71,7;0;0;0;0
"Dordrecht";119537;"14-12-2022";"27-12-2022";98;82;3;2,5;0;0
"Drechterland";19983;"14-12-2022";"27-12-2022";13;65,1;1;5;0;0
"Drimmelen";27476;"14-12-2022";"27-12-2022";10;36,4;1;3,6;0;0
"Dronten";42865;"14-12-2022";"27-12-2022";34;79,3;2;4,7;0;0
"Druten";19178;"14-12-2022";"27-12-2022";15;78,2;0;0;0;0
"Duiven";24946;"14-12-2022";"27-12-2022";15;60,1;1;4;0;0
"Echt-Susteren";31731;"14-12-2022";"27-12-2022";39;122,9;0;0;0;0
"Edam-Volendam";36471;"14-12-2022";"27-12-2022";9;24,7;0;0;1;2,7
"Ede";119986;"14-12-2022";"27-12-2022";107;89,2;5;4,2;1;0,8
"Eemnes";9450;"14-12-2022";"27-12-2022";3;31,7;0;0;0;0
"Eemsdelta";45389;"14-12-2022";"27-12-2022";20;44,1;1;2,2;0;0
"Eersel";19823;"14-12-2022";"27-12-2022";9;45,4;0;0;0;0
"Eijsden-Margraten";25857;"14-12-2022";"27-12-2022";28;108,3;0;0;0;0
"Eindhoven";238326;"14-12-2022";"27-12-2022";130;54,5;5;2,1;1;0,4
"Elburg";23740;"14-12-2022";"27-12-2022";12;50,5;1;4,2;0;0
"Emmen";107856;"14-12-2022";"27-12-2022";79;73,2;1;0,9;0;0
"Enkhuizen";18620;"14-12-2022";"27-12-2022";5;26,9;1;5,4;0;0
"Enschede";160640;"14-12-2022";"27-12-2022";116;72,2;11;6,8;0;0
"Epe";33257;"14-12-2022";"27-12-2022";17;51,1;3;9;0;0
"Ermelo";27258;"14-12-2022";"27-12-2022";31;113,7;1;3,7;0;0
"Etten-Leur";44152;"14-12-2022";"27-12-2022";13;29,4;5;11,3;0;0
"Geertruidenberg";21944;"14-12-2022";"27-12-2022";11;50,1;0;0;0;0
"Geldrop-Mierlo";40131;"14-12-2022";"27-12-2022";23;57,3;5;12,5;0;0
"Gemert-Bakel";31040;"14-12-2022";"27-12-2022";11;35,4;3;9,7;0;0
"Gennep";17237;"14-12-2022";"27-12-2022";9;52,2;1;5,8;0;0
"Gilze en Rijen";26557;"14-12-2022";"27-12-2022";7;26,4;0;0;0;0
"Goeree-Overflakkee";51051;"14-12-2022";"27-12-2022";60;117,5;4;7,8;0;0
"Goes";38950;"14-12-2022";"27-12-2022";53;136,1;3;7,7;0;0
"Goirle";23979;"14-12-2022";"27-12-2022";8;33,4;2;8,3;0;0
"Gooise Meren";58846;"14-12-2022";"27-12-2022";44;74,8;0;0;0;0
"Gorinchem";37632;"14-12-2022";"27-12-2022";21;55,8;6;15,9;0;0
"Gouda";74095;"14-12-2022";"27-12-2022";62;83,7;7;9,4;0;0
"Groningen";234950;"14-12-2022";"27-12-2022";115;48,9;5;2,1;1;0,4
"Gulpen-Wittem";14178;"14-12-2022";"27-12-2022";9;63,5;0;0;0;0
"Haaksbergen";24268;"14-12-2022";"27-12-2022";13;53,6;7;28,8;0;0
"Haarlem";162898;"14-12-2022";"27-12-2022";109;66,9;7;4,3;0;0
"Haarlemmermeer";159336;"14-12-2022";"27-12-2022";122;76,6;8;5;1;0,6
"Halderberge";30770;"14-12-2022";"27-12-2022";22;71,5;1;3,2;0;0
"Hardenberg";61798;"14-12-2022";"27-12-2022";32;51,8;3;4,9;0;0
"Harderwijk";48857;"14-12-2022";"27-12-2022";39;79,8;3;6,1;0;0
"Hardinxveld-Giessendam";18511;"14-12-2022";"27-12-2022";6;32,4;2;10,8;0;0
"Harlingen";15904;"14-12-2022";"27-12-2022";16;100,6;0;0;0;0
"Hattem";12307;"14-12-2022";"27-12-2022";4;32,5;0;0;0;0
"Heemskerk";39189;"14-12-2022";"27-12-2022";35;89,3;0;0;0;0
"Heemstede";27557;"14-12-2022";"27-12-2022";12;43,5;0;0;0;0
"Heerde";18976;"14-12-2022";"27-12-2022";11;58;1;5,3;0;0
"Heerenveen";51119;"14-12-2022";"27-12-2022";47;91,9;7;13,7;0;0
"Heerlen";86845;"14-12-2022";"27-12-2022";90;103,6;3;3,5;0;0
"Heeze-Leende";16470;"14-12-2022";"27-12-2022";11;66,8;2;12,1;0;0
"Heiloo";24417;"14-12-2022";"27-12-2022";20;81,9;3;12,3;0;0
"Hellendoorn";35940;"14-12-2022";"27-12-2022";9;25;2;5,6;0;0
"Hellevoetsluis";40574;"14-12-2022";"27-12-2022";18;44,4;8;19,7;0;0
"Helmond";93476;"14-12-2022";"27-12-2022";36;38,5;10;10,7;0;0
"Hendrik-Ido-Ambacht";31663;"14-12-2022";"27-12-2022";14;44,2;1;3,2;0;0
"Hengelo";81476;"14-12-2022";"27-12-2022";47;57,7;4;4,9;0;0
"Het Hogeland";48022;"14-12-2022";"27-12-2022";20;41,6;1;2,1;1;2,1
"Heumen";17175;"14-12-2022";"27-12-2022";19;110,6;1;5,8;0;0
"Heusden";45557;"14-12-2022";"27-12-2022";19;41,7;3;6,6;0;0
"Hillegom";22312;"14-12-2022";"27-12-2022";15;67,2;2;9;0;0
"Hilvarenbeek";15810;"14-12-2022";"27-12-2022";4;25,3;0;0;0;0
"Hilversum";91733;"14-12-2022";"27-12-2022";49;53,4;1;1,1;0;0
"Hoeksche Waard";88715;"14-12-2022";"27-12-2022";34;38,3;2;2,3;0;0
"Hof van Twente";35056;"14-12-2022";"27-12-2022";10;28,5;4;11,4;0;0
"Hollands Kroon";48778;"14-12-2022";"27-12-2022";18;36,9;1;2,1;0;0
"Hoogeveen";55857;"14-12-2022";"27-12-2022";34;60,9;1;1,8;0;0
"Hoorn";74298;"14-12-2022";"27-12-2022";25;33,6;4;5,4;0;0
"Horst aan de Maas";43039;"14-12-2022";"27-12-2022";16;37,2;0;0;0;0
"Houten";50323;"14-12-2022";"27-12-2022";33;65,6;3;6;0;0
"Huizen";40938;"14-12-2022";"27-12-2022";14;34,2;0;0;0;0
"Hulst";27533;"14-12-2022";"27-12-2022";24;87,2;1;3,6;0;0
"IJsselstein";33429;"14-12-2022";"27-12-2022";19;56,8;2;6;0;0
"Kaag en Braassem";27895;"14-12-2022";"27-12-2022";11;39,4;1;3,6;0;0
"Kampen";54791;"14-12-2022";"27-12-2022";25;45,6;4;7,3;0;0
"Kapelle";13020;"14-12-2022";"27-12-2022";7;53,8;0;0;0;0
"Katwijk";66032;"14-12-2022";"27-12-2022";29;43,9;1;1,5;0;0
"Kerkrade";45324;"14-12-2022";"27-12-2022";27;59,6;1;2,2;0;0
"Koggenland";23048;"14-12-2022";"27-12-2022";8;34,7;1;4,3;0;0
"Krimpen aan den IJssel";29415;"14-12-2022";"27-12-2022";10;34;0;0;0;0
"Krimpenerwaard";57062;"14-12-2022";"27-12-2022";26;45,6;2;3,5;0;0
"Laarbeek";22943;"14-12-2022";"27-12-2022";0;0;1;4,4;0;0
"Land van Cuijk";90707;"14-12-2022";"27-12-2022";46;50,7;5;5,5;0;0
"Landgraaf";37023;"14-12-2022";"27-12-2022";29;78,3;3;8,1;0;0
"Landsmeer";11560;"14-12-2022";"27-12-2022";4;34,6;0;0;0;0
"Lansingerland";64110;"14-12-2022";"27-12-2022";27;42,1;2;3,1;1;1,6
"Laren";11528;"14-12-2022";"27-12-2022";8;69,4;0;0;0;0
"Leeuwarden";125504;"14-12-2022";"27-12-2022";118;94;9;7,2;0;0
"Leiden";125074;"14-12-2022";"27-12-2022";79;63,2;5;4;1;0,8
"Leiderdorp";27464;"14-12-2022";"27-12-2022";37;134,7;3;10,9;0;0
"Leidschendam-Voorburg";76659;"14-12-2022";"27-12-2022";52;67,8;1;1,3;0;0
"Lelystad";81214;"14-12-2022";"27-12-2022";66;81,3;2;2,5;1;1,2
"Leudal";35928;"14-12-2022";"27-12-2022";24;66,8;0;0;0;0
"Leusden";30713;"14-12-2022";"27-12-2022";32;104,2;0;0;0;0
"Lingewaard";46963;"14-12-2022";"27-12-2022";24;51,1;2;4,3;0;0
"Lisse";23015;"14-12-2022";"27-12-2022";18;78,2;3;13;0;0
"Lochem";34069;"14-12-2022";"27-12-2022";10;29,4;1;2,9;0;0
"Loon op Zand";23768;"14-12-2022";"27-12-2022";7;29,5;2;8,4;0;0
"Lopik";14512;"14-12-2022";"27-12-2022";5;34,5;0;0;0;0
"Losser";23084;"14-12-2022";"27-12-2022";19;82,3;2;8,7;0;0
"Maasdriel";25504;"14-12-2022";"27-12-2022";10;39,2;2;7,8;0;0
"Maasgouw";24028;"14-12-2022";"27-12-2022";22;91,6;0;0;0;0
"Maashorst";58362;"14-12-2022";"27-12-2022";20;34,3;1;1,7;0;0
"Maassluis";34148;"14-12-2022";"27-12-2022";12;35,1;0;0;0;0
"Maastricht";121151;"14-12-2022";"27-12-2022";147;121,3;0;0;1;0,8
"Medemblik";45464;"14-12-2022";"27-12-2022";17;37,4;0;0;0;0
"Meerssen";18581;"14-12-2022";"27-12-2022";15;80,7;0;0;0;0
"Meierijstad";82613;"14-12-2022";"27-12-2022";33;39,9;4;4,8;1;1,2
"Meppel";34761;"14-12-2022";"27-12-2022";19;54,7;3;8,6;0;0
"Middelburg";49199;"14-12-2022";"27-12-2022";45;91,5;2;4,1;0;0
"Midden-Delfland";19484;"14-12-2022";"27-12-2022";7;35,9;1;5,1;0;0
"Midden-Drenthe";33689;"14-12-2022";"27-12-2022";36;106,9;1;3;0;0
"Midden-Groningen";60898;"14-12-2022";"27-12-2022";26;42,7;2;3,3;0;0
"Moerdijk";37313;"14-12-2022";"27-12-2022";20;53,6;2;5,4;0;0
"Molenlanden";44644;"14-12-2022";"27-12-2022";14;31,4;1;2,2;0;0
"Montferland";36359;"14-12-2022";"27-12-2022";29;79,8;1;2,8;0;0
"Montfoort";13818;"14-12-2022";"27-12-2022";9;65,1;0;0;0;0
"Mook en Middelaar";7989;"14-12-2022";"27-12-2022";6;75,1;1;12,5;0;0
"Neder-Betuwe";25032;"14-12-2022";"27-12-2022";20;79,9;2;8;0;0
"Nederweert";17323;"14-12-2022";"27-12-2022";7;40,4;0;0;0;0
"Nieuwegein";64554;"14-12-2022";"27-12-2022";23;35,6;2;3,1;0;0
"Nieuwkoop";29304;"14-12-2022";"27-12-2022";16;54,6;0;0;0;0
"Nijkerk";44311;"14-12-2022";"27-12-2022";47;106,1;2;4,5;0;0
"Nijmegen";179100;"14-12-2022";"27-12-2022";172;96;7;3,9;0;0
"Nissewaard";86332;"14-12-2022";"27-12-2022";68;78,8;12;13,9;1;1,2
"Noardeast-Fryslân";45593;"14-12-2022";"27-12-2022";36;79;3;6,6;0;0
"Noord-Beveland";7668;"14-12-2022";"27-12-2022";8;104,3;0;0;0;0
"Noordenveld";31238;"14-12-2022";"27-12-2022";15;48;0;0;0;0
"Noordoostpolder";48048;"14-12-2022";"27-12-2022";24;50;1;2,1;0;0
"Noordwijk";44365;"14-12-2022";"27-12-2022";35;78,9;4;9;0;0
"Nuenen, Gerwen en Nederwetten";23826;"14-12-2022";"27-12-2022";7;29,4;1;4,2;0;0
"Nunspeet";28223;"14-12-2022";"27-12-2022";12;42,5;2;7,1;0;0
"Oegstgeest";25499;"14-12-2022";"27-12-2022";25;98;2;7,8;0;0
"Oirschot";19061;"14-12-2022";"27-12-2022";4;21;0;0;0;0
"Oisterwijk";32503;"14-12-2022";"27-12-2022";10;30,8;0;0;0;0
"Oldambt";38521;"14-12-2022";"27-12-2022";13;33,7;1;2,6;0;0
"Oldebroek";23930;"14-12-2022";"27-12-2022";9;37,6;2;8,4;0;0
"Oldenzaal";31741;"14-12-2022";"27-12-2022";20;63;1;3,2;0;0
"Olst-Wijhe";18496;"14-12-2022";"27-12-2022";3;16,2;0;0;0;0
"Ommen";18457;"14-12-2022";"27-12-2022";5;27,1;0;0;0;0
"Oost Gelre";29603;"14-12-2022";"27-12-2022";15;50,7;3;10,1;0;0
"Oosterhout";56535;"14-12-2022";"27-12-2022";31;54,8;4;7,1;0;0
"Ooststellingwerf";25680;"14-12-2022";"27-12-2022";8;31,2;1;3,9;0;0
"Oostzaan";9639;"14-12-2022";"27-12-2022";6;62,2;1;10,4;0;0
"Opmeer";12074;"14-12-2022";"27-12-2022";4;33,1;1;8,3;0;0
"Opsterland";29791;"14-12-2022";"27-12-2022";20;67,1;2;6,7;0;0
"Oss";93307;"14-12-2022";"27-12-2022";38;40,7;3;3,2;0;0
"Oude IJsselstreek";39387;"14-12-2022";"27-12-2022";25;63,5;1;2,5;0;0
"Ouder-Amstel";14212;"14-12-2022";"27-12-2022";10;70,4;0;0;0;0
"Oudewater";10159;"14-12-2022";"27-12-2022";4;39,4;0;0;0;0
"Overbetuwe";48266;"14-12-2022";"27-12-2022";33;68,4;2;4,1;0;0
"Papendrecht";32208;"14-12-2022";"27-12-2022";20;62,1;1;3,1;0;0
"Peel en Maas";44278;"14-12-2022";"27-12-2022";23;51,9;1;2,3;0;0
"Pekela";12196;"14-12-2022";"27-12-2022";9;73,8;0;0;0;0
"Pijnacker-Nootdorp";56572;"14-12-2022";"27-12-2022";34;60,1;0;0;0;0
"Purmerend";92240;"14-12-2022";"27-12-2022";43;46,6;8;8,7;0;0
"Putten";24598;"14-12-2022";"27-12-2022";16;65;1;4,1;0;0
"Raalte";38140;"14-12-2022";"27-12-2022";12;31,5;0;0;1;2,6
"Reimerswaal";22920;"14-12-2022";"27-12-2022";10;43,6;1;4,4;0;0
"Renkum";31358;"14-12-2022";"27-12-2022";31;98,9;2;6,4;0;0
"Renswoude";5651;"14-12-2022";"27-12-2022";2;35,4;0;0;0;0
"Reusel-De Mierden";13271;"14-12-2022";"27-12-2022";4;30,1;0;0;0;0
"Rheden";43435;"14-12-2022";"27-12-2022";36;82,9;1;2,3;0;0
"Rhenen";20265;"14-12-2022";"27-12-2022";8;39,5;1;4,9;0;0
"Ridderkerk";47099;"14-12-2022";"27-12-2022";33;70,1;4;8,5;2;4,2
"Rijssen-Holten";38231;"14-12-2022";"27-12-2022";8;20,9;0;0;0;0
"Rijswijk";56941;"14-12-2022";"27-12-2022";42;73,8;3;5,3;0;0
"Roerdalen";20558;"14-12-2022";"27-12-2022";27;131,3;0;0;0;0
"Roermond";59184;"14-12-2022";"27-12-2022";30;50,7;0;0;0;0
"Roosendaal";77244;"14-12-2022";"27-12-2022";36;46,6;4;5,2;0;0
"Rotterdam";655468;"14-12-2022";"27-12-2022";363;55,4;36;5,5;1;0,2
"Rozendaal";1756;"14-12-2022";"27-12-2022";4;227,8;0;0;0;0
"Rucphen";23326;"14-12-2022";"27-12-2022";9;38,6;1;4,3;0;0
"Schagen";46833;"14-12-2022";"27-12-2022";10;21,4;0;0;0;0
"Scherpenzeel";10317;"14-12-2022";"27-12-2022";6;58,2;0;0;0;0
"Schiedam";79644;"14-12-2022";"27-12-2022";42;52,7;2;2,5;0;0
"Schiermonnikoog";944;"14-12-2022";"27-12-2022";0;0;0;0;0;0
"Schouwen-Duiveland";34152;"14-12-2022";"27-12-2022";20;58,6;0;0;0;0
"Simpelveld";10425;"14-12-2022";"27-12-2022";6;57,6;0;0;0;0
"Sint-Michielsgestel";29731;"14-12-2022";"27-12-2022";11;37;0;0;0;0
"Sittard-Geleen";91719;"14-12-2022";"27-12-2022";71;77,4;0;0;0;0
"Sliedrecht";25897;"14-12-2022";"27-12-2022";13;50,2;0;0;0;0
"Sluis";23141;"14-12-2022";"27-12-2022";19;82,1;0;0;0;0
"Smallingerland";55895;"14-12-2022";"27-12-2022";29;51,9;0;0;0;0
"Soest";47113;"14-12-2022";"27-12-2022";33;70;2;4,2;0;0
"Someren";19701;"14-12-2022";"27-12-2022";2;10,2;1;5,1;1;5,1
"Son en Breugel";17775;"14-12-2022";"27-12-2022";6;33,8;0;0;0;0
"Stadskanaal";31851;"14-12-2022";"27-12-2022";6;18,8;0;0;0;0
"Staphorst";17282;"14-12-2022";"27-12-2022";5;28,9;2;11,6;0;0
"Stede Broec";21947;"14-12-2022";"27-12-2022";8;36,5;1;4,6;0;0
"Steenbergen";24333;"14-12-2022";"27-12-2022";11;45,2;1;4,1;0;0
"Steenwijkerland";44741;"14-12-2022";"27-12-2022";19;42,5;4;8,9;0;0
"Stein";24803;"14-12-2022";"27-12-2022";21;84,7;0;0;0;0
"Stichtse Vecht";65240;"14-12-2022";"27-12-2022";29;44,5;2;3,1;1;1,5
"Súdwest-Fryslân";90300;"14-12-2022";"27-12-2022";56;62;7;7,8;0;0
"Terneuzen";54501;"14-12-2022";"27-12-2022";56;102,8;4;7,3;0;0
"Terschelling";4960;"14-12-2022";"27-12-2022";0;0;0;0;0;0
"Texel";13687;"14-12-2022";"27-12-2022";5;36,5;1;7,3;0;0
"Teylingen";37942;"14-12-2022";"27-12-2022";34;89,6;0;0;0;0
"Tholen";26401;"14-12-2022";"27-12-2022";7;26,5;2;7,6;0;0
"Tiel";42277;"14-12-2022";"27-12-2022";67;158,5;3;7,1;0;0
"Tilburg";224459;"14-12-2022";"27-12-2022";132;58,8;10;4,5;0;0
"Tubbergen";21364;"14-12-2022";"27-12-2022";6;28,1;0;0;0;0
"Twenterand";33718;"14-12-2022";"27-12-2022";10;29,7;2;5,9;0;0
"Tynaarlo";34221;"14-12-2022";"27-12-2022";19;55,5;2;5,8;0;0
"Tytsjerksteradiel";32282;"14-12-2022";"27-12-2022";24;74,3;1;3,1;0;0
"Uitgeest";13563;"14-12-2022";"27-12-2022";0;0;0;0;0;0
"Uithoorn";31018;"14-12-2022";"27-12-2022";19;61,3;0;0;0;0
"Urk";21468;"14-12-2022";"27-12-2022";6;27,9;5;23,3;0;0
"Utrecht";361699;"14-12-2022";"27-12-2022";242;66,9;18;5;1;0,3
"Utrechtse Heuvelrug";49981;"14-12-2022";"27-12-2022";44;88;3;6;0;0
"Vaals";10135;"14-12-2022";"27-12-2022";5;49,3;0;0;0;0
"Valkenburg aan de Geul";16167;"14-12-2022";"27-12-2022";9;55,7;0;0;0;0
"Valkenswaard";31236;"14-12-2022";"27-12-2022";8;25,6;1;3,2;0;0
"Veendam";27466;"14-12-2022";"27-12-2022";8;29,1;1;3,6;0;0
"Veenendaal";67671;"14-12-2022";"27-12-2022";74;109,4;2;3;0;0
"Veere";21850;"14-12-2022";"27-12-2022";24;109,8;1;4,6;0;0
"Veldhoven";45822;"14-12-2022";"27-12-2022";15;32,7;0;0;0;0
"Velsen";68482;"14-12-2022";"27-12-2022";29;42,3;3;4,4;0;0
"Venlo";102136;"14-12-2022";"27-12-2022";79;77,3;1;1;0;0
"Venray";43964;"14-12-2022";"27-12-2022";19;43,2;0;0;0;0
"Vijfheerenlanden";58788;"14-12-2022";"27-12-2022";23;39,1;2;3,4;0;0
"Vlaardingen";74143;"14-12-2022";"27-12-2022";25;33,7;2;2,7;0;0
"Vlieland";1195;"14-12-2022";"27-12-2022";0;0;0;0;0;0
"Vlissingen";44585;"14-12-2022";"27-12-2022";27;60,6;1;2,2;0;0
"Voerendaal";12426;"14-12-2022";"27-12-2022";12;96,6;1;8;0;0
"Voorschoten";25627;"14-12-2022";"27-12-2022";10;39;0;0;0;0
"Voorst";24994;"14-12-2022";"27-12-2022";13;52;2;8;0;0
"Vught";31783;"14-12-2022";"27-12-2022";21;66,1;0;0;0;0
"Waadhoeke";46309;"14-12-2022";"27-12-2022";32;69,1;7;15,1;0;0
"Waalre";17626;"14-12-2022";"27-12-2022";12;68,1;0;0;0;0
"Waalwijk";49342;"14-12-2022";"27-12-2022";26;52,7;3;6,1;0;0
"Waddinxveen";31342;"14-12-2022";"27-12-2022";18;57,4;2;6,4;0;0
"Wageningen";39939;"14-12-2022";"27-12-2022";27;67,6;2;5;0;0
"Wassenaar";27115;"14-12-2022";"27-12-2022";14;51,6;0;0;0;0
"Waterland";17343;"14-12-2022";"27-12-2022";17;98;0;0;0;0
"Weert";50346;"14-12-2022";"27-12-2022";18;35,8;1;2;0;0
"West Betuwe";51971;"14-12-2022";"27-12-2022";43;82,7;4;7,7;0;0
"West Maas en Waal";19675;"14-12-2022";"27-12-2022";22;111,8;1;5,1;0;0
"Westerkwartier";64306;"14-12-2022";"27-12-2022";26;40,4;4;6,2;0;0
"Westerveld";19854;"14-12-2022";"27-12-2022";19;95,7;1;5;0;0
"Westervoort";14944;"14-12-2022";"27-12-2022";15;100,4;0;0;0;0
"Westerwolde";26571;"14-12-2022";"27-12-2022";10;37,6;0;0;0;0
"Westland";112448;"14-12-2022";"27-12-2022";50;44,5;4;3,6;0;0
"Weststellingwerf";26278;"14-12-2022";"27-12-2022";21;79,9;2;7,6;0;0
"Westvoorne";14960;"14-12-2022";"27-12-2022";8;53,5;1;6,7;0;0
"Wierden";24643;"14-12-2022";"27-12-2022";12;48,7;2;8,1;0;0
"Wijchen";41344;"14-12-2022";"27-12-2022";24;58;2;4,8;0;0
"Wijdemeren";24494;"14-12-2022";"27-12-2022";18;73,5;0;0;0;0
"Wijk bij Duurstede";23921;"14-12-2022";"27-12-2022";22;92;0;0;0;0
"Winterswijk";29185;"14-12-2022";"27-12-2022";5;17,1;3;10,3;0;0
"Woensdrecht";22112;"14-12-2022";"27-12-2022";7;31,7;0;0;0;0
