"Gemeente";"Inwoners";"Van";"Tot";"Meldingen";"Meldingen per 100.000";"Zkh opname";"Zkh opname per 100.000"
"Berg en Dal";34951;"25-01-2023";"07-02-2023";22;62,9;5;14,3
"Bergeijk";18879;"25-01-2023";"07-02-2023";2;10,6;2;10,6
"Bergen (L.)";13106;"25-01-2023";"07-02-2023";6;45,8;0;0
"Bergen (NH.)";29723;"25-01-2023";"07-02-2023";5;16,8;1;3,4
"Bergen op Zoom";67894;"25-01-2023";"07-02-2023";9;13,3;1;1,5
"Berkelland";43850;"25-01-2023";"07-02-2023";13;29,6;3;6,8
"Bernheze";31715;"25-01-2023";"07-02-2023";9;28,4;0;0
"Best";30608;"25-01-2023";"07-02-2023";4;13,1;0;0
"Beuningen";26235;"25-01-2023";"07-02-2023";12;45,7;2;7,6
"Beverwijk";42084;"25-01-2023";"07-02-2023";13;30,9;0;0
"Bladel";20718;"25-01-2023";"07-02-2023";5;24,1;0;0
"Blaricum";12359;"25-01-2023";"07-02-2023";1;8,1;0;0
"Bloemendaal";23732;"25-01-2023";"07-02-2023";4;16,9;0;0
"Bodegraven-Reeuwijk";35752;"25-01-2023";"07-02-2023";3;8,4;0;0
"Boekel";11030;"25-01-2023";"07-02-2023";1;9,1;0;0
"Borger-Odoorn";25681;"25-01-2023";"07-02-2023";6;23,4;0;0
"Borne";24007;"25-01-2023";"07-02-2023";1;4,2;0;0
"Borsele";22847;"25-01-2023";"07-02-2023";4;17,5;0;0
"Boxtel";33129;"25-01-2023";"07-02-2023";7;21,1;2;6
"Breda";184702;"25-01-2023";"07-02-2023";37;20;7;3,8
"Bronckhorst";36077;"25-01-2023";"07-02-2023";7;19,4;0;0
"Brummen";20890;"25-01-2023";"07-02-2023";7;33,5;3;14,4
"Brunssum";27674;"25-01-2023";"07-02-2023";2;7,2;0;0
"Bunnik";15590;"25-01-2023";"07-02-2023";5;32,1;2;12,8
"Bunschoten";22325;"25-01-2023";"07-02-2023";1;4,5;0;0
"Buren";27155;"25-01-2023";"07-02-2023";4;14,7;3;11
"Capelle aan den IJssel";67188;"25-01-2023";"07-02-2023";12;17,9;3;4,5
"Castricum";36263;"25-01-2023";"07-02-2023";6;16,5;1;2,8
"Coevorden";35517;"25-01-2023";"07-02-2023";8;22,5;3;8,4
"Cranendonck";20669;"25-01-2023";"07-02-2023";1;4,8;1;4,8
"Culemborg";29397;"25-01-2023";"07-02-2023";5;17;0;0
"Dalfsen";29162;"25-01-2023";"07-02-2023";6;20,6;1;3,4
"Dantumadiel";18957;"25-01-2023";"07-02-2023";1;5,3;0;0
"De Bilt";43508;"25-01-2023";"07-02-2023";11;25,3;3;6,9
"De Fryske Marren";51597;"25-01-2023";"07-02-2023";9;17,4;6;11,6
"De Ronde Venen";44955;"25-01-2023";"07-02-2023";6;13,3;1;2,2
"De Wolden";24511;"25-01-2023";"07-02-2023";3;12,2;0;0
"Delft";104572;"25-01-2023";"07-02-2023";16;15,3;1;1
"Den Helder";56334;"25-01-2023";"07-02-2023";15;26,6;3;5,3
"Deurne";32606;"25-01-2023";"07-02-2023";2;6,1;0;0
"Deventer";101446;"25-01-2023";"07-02-2023";21;20,7;1;1
"Diemen";31822;"25-01-2023";"07-02-2023";8;25,1;1;3,1
"Dijk en Waard";87695;"25-01-2023";"07-02-2023";25;28,5;4;4,6
"Dinkelland";26594;"25-01-2023";"07-02-2023";2;7,5;0;0
"Doesburg";11036;"25-01-2023";"07-02-2023";2;18,1;0;0
"Doetinchem";58546;"25-01-2023";"07-02-2023";12;20,5;0;0
"Dongen";26483;"25-01-2023";"07-02-2023";1;3,8;0;0
"Dordrecht";119537;"25-01-2023";"07-02-2023";57;47,7;0;0
"Drechterland";19983;"25-01-2023";"07-02-2023";1;5;0;0
"Drimmelen";27476;"25-01-2023";"07-02-2023";1;3,6;0;0
"Dronten";42865;"25-01-2023";"07-02-2023";3;7;1;2,3
"Druten";19178;"25-01-2023";"07-02-2023";9;46,9;3;15,6
"Duiven";24946;"25-01-2023";"07-02-2023";4;16;0;0
"Echt-Susteren";31731;"25-01-2023";"07-02-2023";6;18,9;0;0
"Edam-Volendam";36471;"25-01-2023";"07-02-2023";3;8,2;0;0
"Ede";119986;"25-01-2023";"07-02-2023";31;25,8;0;0
"Eemnes";9450;"25-01-2023";"07-02-2023";3;31,7;0;0
"Eemsdelta";45389;"25-01-2023";"07-02-2023";7;15,4;1;2,2
"Eersel";19823;"25-01-2023";"07-02-2023";6;30,3;0;0
"Eijsden-Margraten";25857;"25-01-2023";"07-02-2023";6;23,2;0;0
"Eindhoven";238326;"25-01-2023";"07-02-2023";53;22,2;3;1,3
"Elburg";23740;"25-01-2023";"07-02-2023";5;21,1;0;0
"Emmen";107856;"25-01-2023";"07-02-2023";19;17,6;2;1,9
"Enkhuizen";18620;"25-01-2023";"07-02-2023";0;0;1;5,4
"Enschede";160640;"25-01-2023";"07-02-2023";49;30,5;3;1,9
"Epe";33257;"25-01-2023";"07-02-2023";10;30,1;6;18
"Ermelo";27258;"25-01-2023";"07-02-2023";15;55;1;3,7
"Etten-Leur";44152;"25-01-2023";"07-02-2023";3;6,8;1;2,3
"Geertruidenberg";21944;"25-01-2023";"07-02-2023";3;13,7;1;4,6
"Geldrop-Mierlo";40131;"25-01-2023";"07-02-2023";3;7,5;1;2,5
"Gemert-Bakel";31040;"25-01-2023";"07-02-2023";10;32,2;2;6,4
"Gennep";17237;"25-01-2023";"07-02-2023";12;69,6;0;0
"Gilze en Rijen";26557;"25-01-2023";"07-02-2023";1;3,8;0;0
"Goeree-Overflakkee";51051;"25-01-2023";"07-02-2023";13;25,5;4;7,8
"Goes";38950;"25-01-2023";"07-02-2023";25;64,2;0;0
"Goirle";23979;"25-01-2023";"07-02-2023";6;25;1;4,2
"Gooise Meren";58846;"25-01-2023";"07-02-2023";5;8,5;0;0
"Gorinchem";37632;"25-01-2023";"07-02-2023";2;5,3;0;0
"Gouda";74095;"25-01-2023";"07-02-2023";29;39,1;2;2,7
"Groningen";234950;"25-01-2023";"07-02-2023";38;16,2;7;3
"Gulpen-Wittem";14178;"25-01-2023";"07-02-2023";3;21,2;0;0
"Haaksbergen";24268;"25-01-2023";"07-02-2023";9;37,1;1;4,1
"Haarlem";162898;"25-01-2023";"07-02-2023";40;24,6;3;1,8
"Haarlemmermeer";159336;"25-01-2023";"07-02-2023";17;10,7;2;1,3
"Halderberge";30770;"25-01-2023";"07-02-2023";6;19,5;2;6,5
"Hardenberg";61798;"25-01-2023";"07-02-2023";15;24,3;3;4,9
"Harderwijk";48857;"25-01-2023";"07-02-2023";19;38,9;0;0
"Hardinxveld-Giessendam";18511;"25-01-2023";"07-02-2023";0;0;0;0
"Harlingen";15904;"25-01-2023";"07-02-2023";0;0;0;0
"Hattem";12307;"25-01-2023";"07-02-2023";3;24,4;1;8,1
"Heemskerk";39189;"25-01-2023";"07-02-2023";15;38,3;0;0
"Heemstede";27557;"25-01-2023";"07-02-2023";13;47,2;0;0
"Heerde";18976;"25-01-2023";"07-02-2023";6;31,6;1;5,3
"Heerenveen";51119;"25-01-2023";"07-02-2023";8;15,6;1;2
"Heerlen";86845;"25-01-2023";"07-02-2023";20;23;2;2,3
"Heeze-Leende";16470;"25-01-2023";"07-02-2023";6;36,4;2;12,1
"Heiloo";24417;"25-01-2023";"07-02-2023";4;16,4;0;0
"Hellendoorn";35940;"25-01-2023";"07-02-2023";3;8,3;0;0
"Helmond";93476;"25-01-2023";"07-02-2023";16;17,1;5;5,3
"Hendrik-Ido-Ambacht";31663;"25-01-2023";"07-02-2023";2;6,3;1;3,2
"Hengelo";81476;"25-01-2023";"07-02-2023";20;24,5;0;0
"Het Hogeland";48022;"25-01-2023";"07-02-2023";4;8,3;0;0
"Heumen";17175;"25-01-2023";"07-02-2023";6;34,9;2;11,6
"Heusden";45557;"25-01-2023";"07-02-2023";6;13,2;1;2,2
"Hillegom";22312;"25-01-2023";"07-02-2023";7;31,4;1;4,5
"Hilvarenbeek";15810;"25-01-2023";"07-02-2023";6;38;1;6,3
"Hilversum";91733;"25-01-2023";"07-02-2023";12;13,1;0;0
"Hoeksche Waard";88715;"25-01-2023";"07-02-2023";8;9;3;3,4
"Hof van Twente";35056;"25-01-2023";"07-02-2023";9;25,7;1;2,9
"Hollands Kroon";48778;"25-01-2023";"07-02-2023";6;12,3;0;0
"Hoogeveen";55857;"25-01-2023";"07-02-2023";6;10,7;0;0
"Hoorn";74298;"25-01-2023";"07-02-2023";12;16,2;1;1,3
"Horst aan de Maas";43039;"25-01-2023";"07-02-2023";7;16,3;0;0
"Houten";50323;"25-01-2023";"07-02-2023";13;25,8;3;6
"Huizen";40938;"25-01-2023";"07-02-2023";11;26,9;0;0
"Hulst";27533;"25-01-2023";"07-02-2023";4;14,5;0;0
"IJsselstein";33429;"25-01-2023";"07-02-2023";12;35,9;1;3
"Kaag en Braassem";27895;"25-01-2023";"07-02-2023";5;17,9;1;3,6
"Kampen";54791;"25-01-2023";"07-02-2023";9;16,4;2;3,7
"Kapelle";13020;"25-01-2023";"07-02-2023";2;15,4;0;0
"Katwijk";66032;"25-01-2023";"07-02-2023";11;16,7;3;4,5
"Kerkrade";45324;"25-01-2023";"07-02-2023";10;22,1;0;0
"Koggenland";23048;"25-01-2023";"07-02-2023";4;17,4;0;0
"Krimpen aan den IJssel";29415;"25-01-2023";"07-02-2023";9;30,6;3;10,2
"Krimpenerwaard";57062;"25-01-2023";"07-02-2023";20;35;0;0
"Laarbeek";22943;"25-01-2023";"07-02-2023";6;26,2;0;0
"Land van Cuijk";90707;"25-01-2023";"07-02-2023";13;14,3;0;0
"Landgraaf";37023;"25-01-2023";"07-02-2023";9;24,3;1;2,7
"Landsmeer";11560;"25-01-2023";"07-02-2023";3;26;0;0
"Lansingerland";64110;"25-01-2023";"07-02-2023";21;32,8;3;4,7
"Laren";11528;"25-01-2023";"07-02-2023";3;26;0;0
"Leeuwarden";125504;"25-01-2023";"07-02-2023";16;12,7;0;0
"Leiden";125074;"25-01-2023";"07-02-2023";36;28,8;8;6,4
"Leiderdorp";27464;"25-01-2023";"07-02-2023";6;21,8;0;0
"Leidschendam-Voorburg";76659;"25-01-2023";"07-02-2023";23;30;0;0
"Lelystad";81214;"25-01-2023";"07-02-2023";13;16;4;4,9
"Leudal";35928;"25-01-2023";"07-02-2023";14;39;0;0
"Leusden";30713;"25-01-2023";"07-02-2023";5;16,3;0;0
"Lingewaard";46963;"25-01-2023";"07-02-2023";15;31,9;1;2,1
"Lisse";23015;"25-01-2023";"07-02-2023";2;8,7;0;0
"Lochem";34069;"25-01-2023";"07-02-2023";7;20,5;1;2,9
"Loon op Zand";23768;"25-01-2023";"07-02-2023";0;0;0;0
"Lopik";14512;"25-01-2023";"07-02-2023";2;13,8;0;0
"Losser";23084;"25-01-2023";"07-02-2023";2;8,7;0;0
"Maasdriel";25504;"25-01-2023";"07-02-2023";12;47,1;2;7,8
"Maasgouw";24028;"25-01-2023";"07-02-2023";11;45,8;0;0
"Maashorst";58362;"25-01-2023";"07-02-2023";16;27,4;4;6,9
"Maassluis";34148;"25-01-2023";"07-02-2023";1;2,9;1;2,9
"Maastricht";121151;"25-01-2023";"07-02-2023";40;33;0;0
"Medemblik";45464;"25-01-2023";"07-02-2023";9;19,8;0;0
"Meerssen";18581;"25-01-2023";"07-02-2023";15;80,7;1;5,4
"Meierijstad";82613;"25-01-2023";"07-02-2023";14;16,9;1;1,2
"Meppel";34761;"25-01-2023";"07-02-2023";18;51,8;3;8,6
"Middelburg";49199;"25-01-2023";"07-02-2023";16;32,5;0;0
"Midden-Delfland";19484;"25-01-2023";"07-02-2023";5;25,7;1;5,1
"Midden-Drenthe";33689;"25-01-2023";"07-02-2023";7;20,8;0;0
"Midden-Groningen";60898;"25-01-2023";"07-02-2023";12;19,7;2;3,3
"Moerdijk";37313;"25-01-2023";"07-02-2023";12;32,2;3;8
"Molenlanden";44644;"25-01-2023";"07-02-2023";6;13,4;0;0
"Montferland";36359;"25-01-2023";"07-02-2023";9;24,8;0;0
"Montfoort";13818;"25-01-2023";"07-02-2023";1;7,2;0;0
"Mook en Middelaar";7989;"25-01-2023";"07-02-2023";2;25;2;25
"Neder-Betuwe";25032;"25-01-2023";"07-02-2023";9;36;2;8
"Nederweert";17323;"25-01-2023";"07-02-2023";5;28,9;0;0
"Nieuwegein";64554;"25-01-2023";"07-02-2023";14;21,7;4;6,2
"Nieuwkoop";29304;"25-01-2023";"07-02-2023";4;13,7;0;0
"Nijkerk";44311;"25-01-2023";"07-02-2023";6;13,5;1;2,3
"Nijmegen";179100;"25-01-2023";"07-02-2023";66;36,9;9;5
"Nissewaard";86332;"25-01-2023";"07-02-2023";19;22;4;4,6
"Noardeast-Fryslân";45593;"25-01-2023";"07-02-2023";2;4,4;0;0
"Noord-Beveland";7668;"25-01-2023";"07-02-2023";2;26,1;0;0
"Noordenveld";31238;"25-01-2023";"07-02-2023";2;6,4;1;3,2
"Noordoostpolder";48048;"25-01-2023";"07-02-2023";7;14,6;0;0
"Noordwijk";44365;"25-01-2023";"07-02-2023";7;15,8;2;4,5
"Nuenen, Gerwen en Nederwetten";23826;"25-01-2023";"07-02-2023";3;12,6;0;0
"Nunspeet";28223;"25-01-2023";"07-02-2023";9;31,9;1;3,5
"Oegstgeest";25499;"25-01-2023";"07-02-2023";11;43,1;0;0
"Oirschot";19061;"25-01-2023";"07-02-2023";14;73,4;0;0
"Oisterwijk";32503;"25-01-2023";"07-02-2023";6;18,5;0;0
"Oldambt";38521;"25-01-2023";"07-02-2023";18;46,7;1;2,6
"Oldebroek";23930;"25-01-2023";"07-02-2023";2;8,4;0;0
"Oldenzaal";31741;"25-01-2023";"07-02-2023";10;31,5;2;6,3
"Olst-Wijhe";18496;"25-01-2023";"07-02-2023";5;27;1;5,4
"Ommen";18457;"25-01-2023";"07-02-2023";16;86,7;3;16,3
"Oost Gelre";29603;"25-01-2023";"07-02-2023";4;13,5;1;3,4
"Oosterhout";56535;"25-01-2023";"07-02-2023";11;19,5;1;1,8
"Ooststellingwerf";25680;"25-01-2023";"07-02-2023";1;3,9;0;0
"Oostzaan";9639;"25-01-2023";"07-02-2023";3;31,1;0;0
"Opmeer";12074;"25-01-2023";"07-02-2023";4;33,1;0;0
"Opsterland";29791;"25-01-2023";"07-02-2023";4;13,4;1;3,4
"Oss";93307;"25-01-2023";"07-02-2023";17;18,2;2;2,1
"Oude IJsselstreek";39387;"25-01-2023";"07-02-2023";7;17,8;0;0
"Ouder-Amstel";14212;"25-01-2023";"07-02-2023";5;35,2;0;0
"Oudewater";10159;"25-01-2023";"07-02-2023";1;9,8;0;0
"Overbetuwe";48266;"25-01-2023";"07-02-2023";11;22,8;3;6,2
"Papendrecht";32208;"25-01-2023";"07-02-2023";11;34,2;2;6,2
"Peel en Maas";44278;"25-01-2023";"07-02-2023";14;31,6;0;0
"Pekela";12196;"25-01-2023";"07-02-2023";4;32,8;0;0
"Pijnacker-Nootdorp";56572;"25-01-2023";"07-02-2023";9;15,9;1;1,8
"Purmerend";92240;"25-01-2023";"07-02-2023";17;18,4;3;3,3
"Putten";24598;"25-01-2023";"07-02-2023";17;69,1;0;0
"Raalte";38140;"25-01-2023";"07-02-2023";1;2,6;0;0
"Reimerswaal";22920;"25-01-2023";"07-02-2023";5;21,8;0;0
"Renkum";31358;"25-01-2023";"07-02-2023";8;25,5;0;0
"Renswoude";5651;"25-01-2023";"07-02-2023";1;17,7;0;0
"Reusel-De Mierden";13271;"25-01-2023";"07-02-2023";4;30,1;1;7,5
"Rheden";43435;"25-01-2023";"07-02-2023";16;36,8;2;4,6
"Rhenen";20265;"25-01-2023";"07-02-2023";3;14,8;0;0
"Ridderkerk";47099;"25-01-2023";"07-02-2023";8;17;0;0
"Rijssen-Holten";38231;"25-01-2023";"07-02-2023";4;10,5;0;0
"Rijswijk";56941;"25-01-2023";"07-02-2023";12;21,1;2;3,5
"Roerdalen";20558;"25-01-2023";"07-02-2023";11;53,5;0;0
"Roermond";59184;"25-01-2023";"07-02-2023";17;28,7;0;0
"Roosendaal";77244;"25-01-2023";"07-02-2023";12;15,5;5;6,5
"Rotterdam";655468;"25-01-2023";"07-02-2023";147;22,4;19;2,9
"Rozendaal";1756;"25-01-2023";"07-02-2023";0;0;0;0
"Rucphen";23326;"25-01-2023";"07-02-2023";2;8,6;1;4,3
"Schagen";46833;"25-01-2023";"07-02-2023";10;21,4;3;6,4
"Scherpenzeel";10317;"25-01-2023";"07-02-2023";5;48,5;0;0
"Schiedam";79644;"25-01-2023";"07-02-2023";19;23,9;7;8,8
"Schiermonnikoog";944;"25-01-2023";"07-02-2023";0;0;0;0
"Schouwen-Duiveland";34152;"25-01-2023";"07-02-2023";9;26,4;1;2,9
"Simpelveld";10425;"25-01-2023";"07-02-2023";3;28,8;0;0
"Sint-Michielsgestel";29731;"25-01-2023";"07-02-2023";4;13,5;1;3,4
"Sittard-Geleen";91719;"25-01-2023";"07-02-2023";35;38,2;1;1,1
"Sliedrecht";25897;"25-01-2023";"07-02-2023";8;30,9;1;3,9
"Sluis";23141;"25-01-2023";"07-02-2023";3;13;0;0
"Smallingerland";55895;"25-01-2023";"07-02-2023";3;5,4;1;1,8
"Soest";47113;"25-01-2023";"07-02-2023";9;19,1;0;0
"Someren";19701;"25-01-2023";"07-02-2023";3;15,2;0;0
"Son en Breugel";17775;"25-01-2023";"07-02-2023";3;16,9;0;0
"Stadskanaal";31851;"25-01-2023";"07-02-2023";6;18,8;1;3,1
"Staphorst";17282;"25-01-2023";"07-02-2023";3;17,4;0;0
"Stede Broec";21947;"25-01-2023";"07-02-2023";3;13,7;1;4,6
"Steenbergen";24333;"25-01-2023";"07-02-2023";3;12,3;0;0
"Steenwijkerland";44741;"25-01-2023";"07-02-2023";15;33,5;3;6,7
"Stein";24803;"25-01-2023";"07-02-2023";7;28,2;1;4
"Stichtse Vecht";65240;"25-01-2023";"07-02-2023";9;13,8;5;7,7
"Súdwest-Fryslân";90300;"25-01-2023";"07-02-2023";18;19,9;2;2,2
"Terneuzen";54501;"25-01-2023";"07-02-2023";10;18,3;0;0
"Terschelling";4960;"25-01-2023";"07-02-2023";1;20,2;0;0
"Texel";13687;"25-01-2023";"07-02-2023";0;0;0;0
"Teylingen";37942;"25-01-2023";"07-02-2023";14;36,9;1;2,6
"Tholen";26401;"25-01-2023";"07-02-2023";8;30,3;0;0
"Tiel";42277;"25-01-2023";"07-02-2023";21;49,7;0;0
"Tilburg";224459;"25-01-2023";"07-02-2023";45;20;4;1,8
"Tubbergen";21364;"25-01-2023";"07-02-2023";1;4,7;0;0
"Twenterand";33718;"25-01-2023";"07-02-2023";7;20,8;0;0
"Tynaarlo";34221;"25-01-2023";"07-02-2023";6;17,5;0;0
"Tytsjerksteradiel";32282;"25-01-2023";"07-02-2023";6;18,6;0;0
"Uitgeest";13563;"25-01-2023";"07-02-2023";3;22,1;0;0
"Uithoorn";31018;"25-01-2023";"07-02-2023";6;19,3;0;0
"Urk";21468;"25-01-2023";"07-02-2023";1;4,7;0;0
"Utrecht";361699;"25-01-2023";"07-02-2023";95;26,3;9;2,5
"Utrechtse Heuvelrug";49981;"25-01-2023";"07-02-2023";16;32;1;2
"Vaals";10135;"25-01-2023";"07-02-2023";0;0;0;0
"Valkenburg aan de Geul";16167;"25-01-2023";"07-02-2023";2;12,4;0;0
"Valkenswaard";31236;"25-01-2023";"07-02-2023";13;41,6;1;3,2
"Veendam";27466;"25-01-2023";"07-02-2023";9;32,8;1;3,6
"Veenendaal";67671;"25-01-2023";"07-02-2023";12;17,7;1;1,5
"Veere";21850;"25-01-2023";"07-02-2023";3;13,7;0;0
"Veldhoven";45822;"25-01-2023";"07-02-2023";4;8,7;3;6,5
"Velsen";68482;"25-01-2023";"07-02-2023";10;14,6;0;0
"Venlo";102136;"25-01-2023";"07-02-2023";32;31,3;1;1
"Venray";43964;"25-01-2023";"07-02-2023";26;59,1;0;0
"Vijfheerenlanden";58788;"25-01-2023";"07-02-2023";9;15,3;1;1,7
"Vlaardingen";74143;"25-01-2023";"07-02-2023";14;18,9;4;5,4
"Vlieland";1195;"25-01-2023";"07-02-2023";0;0;0;0
"Vlissingen";44585;"25-01-2023";"07-02-2023";8;17,9;0;0
"Voerendaal";12426;"25-01-2023";"07-02-2023";3;24,1;0;0
"Voorne aan Zee";73238;"25-01-2023";"07-02-2023";12;16,4;3;4,1
"Voorschoten";25627;"25-01-2023";"07-02-2023";7;27,3;1;3,9
"Voorst";24994;"25-01-2023";"07-02-2023";8;32;1;4
"Vught";31783;"25-01-2023";"07-02-2023";9;28,3;0;0
"Waadhoeke";46309;"25-01-2023";"07-02-2023";5;10,8;0;0
"Waalre";17626;"25-01-2023";"07-02-2023";0;0;0;0
"Waalwijk";49342;"25-01-2023";"07-02-2023";6;12,2;0;0
"Waddinxveen";31342;"25-01-2023";"07-02-2023";5;16;1;3,2
"Wageningen";39939;"25-01-2023";"07-02-2023";5;12,5;1;2,5
"Wassenaar";27115;"25-01-2023";"07-02-2023";7;25,8;0;0
"Waterland";17343;"25-01-2023";"07-02-2023";2;11,5;1;5,8
"Weert";50346;"25-01-2023";"07-02-2023";10;19,9;0;0
"West Betuwe";51971;"25-01-2023";"07-02-2023";11;21,2;3;5,8
"West Maas en Waal";19675;"25-01-2023";"07-02-2023";8;40,7;0;0
"Westerkwartier";64306;"25-01-2023";"07-02-2023";12;18,7;2;3,1
"Westerveld";19854;"25-01-2023";"07-02-2023";2;10,1;1;5
"Westervoort";14944;"25-01-2023";"07-02-2023";7;46,8;0;0
"Westerwolde";26571;"25-01-2023";"07-02-2023";1;3,8;0;0
"Westland";112448;"25-01-2023";"07-02-2023";21;18,7;2;1,8
"Weststellingwerf";26278;"25-01-2023";"07-02-2023";8;30,4;1;3,8
"Wierden";24643;"25-01-2023";"07-02-2023";3;12,2;0;0
"Wijchen";41344;"25-01-2023";"07-02-2023";9;21,8;0;0
"Wijdemeren";24494;"25-01-2023";"07-02-2023";7;28,6;0;0
"Wijk bij Duurstede";23921;"25-01-2023";"07-02-2023";5;20,9;2;8,4
"Winterswijk";29185;"25-01-2023";"07-02-2023";5;17,1;2;6,9
"Woensdrecht";22112;"25-01-2023";"07-02-2023";1;4,5;3;13,6
"Woerden";52882;"25-01-2023";"07-02-2023";9;17;1;1,9
"Wormerland";16381;"25-01-2023";"07-02-2023";0;0;0;0
"Woudenberg";13873;"25-01-2023";"07-02-2023";9;64,9;0;0
"Zaanstad";157166;"25-01-2023";"07-02-2023";26;16,5;0;0
"Zaltbommel";29957;"25-01-2023";"07-02-2023";6;20;1;3,3
"Zandvoort";17107;"25-01-2023";"07-02-2023";8;46,8;2;11,7
"Zeewolde";23348;"25-01-2023";"07-02-2023";2;8,6;0;0
"Zeist";65987;"25-01-2023";"07-02-2023";19;28,8;3;4,5
"Zevenaar";44645;"25-01-2023";"07-02-2023";15;33,6;3;6,7
"Zoetermeer";125767;"25-01-2023";"07-02-2023";21;16,7;1;0,8
"Zoeterwoude";9302;"25-01-2023";"07-02-2023";7;75,3;1;10,8
"Zuidplas";45794;"25-01-2023";"07-02-2023";8;17,5;0;0
"Zundert";22260;"25-01-2023";"07-02-2023";2;9;0;0
"Zutphen";48330;"25-01-2023";"07-02-2023";15;31;4;8,3
"Zwartewaterland";23012;"25-01-2023";"07-02-2023";2;8,7;0;0
"Zwijndrecht";44789;"25-01-2023";"07-02-2023";9;20,1;0;0
"Zwolle";130668;"25-01-2023";"07-02-2023";33;25,3;2;1,5
