"Gemeente";"Inwoners";"Van";"Tot";"Meldingen";"Meldingen per 100.000";"Zkh opname";"Zkh opname per 100.000";"Overleden";"Overleden per 100.000"
"Wormerland";16381;"09-11-2022";"22-11-2022";7;42,7;0;0;0;0
"Woudenberg";13873;"09-11-2022";"22-11-2022";9;64,9;1;7,2;0;0
"Zaanstad";157166;"09-11-2022";"22-11-2022";87;55,4;2;1,3;1;0,6
"Zaltbommel";29957;"09-11-2022";"22-11-2022";17;56,7;2;6,7;0;0
"Zandvoort";17107;"09-11-2022";"22-11-2022";17;99,4;2;11,7;0;0
"Zeewolde";23348;"09-11-2022";"22-11-2022";6;25,7;1;4,3;0;0
"Zeist";65987;"09-11-2022";"22-11-2022";45;68,2;5;7,6;1;1,5
"Zevenaar";44645;"09-11-2022";"22-11-2022";18;40,3;0;0;0;0
"Zoetermeer";125767;"09-11-2022";"22-11-2022";101;80,3;7;5,6;0;0
"Zoeterwoude";9302;"09-11-2022";"22-11-2022";4;43;0;0;0;0
"Zuidplas";45794;"09-11-2022";"22-11-2022";31;67,7;2;4,4;0;0
"Zundert";22260;"09-11-2022";"22-11-2022";11;49,4;2;9;0;0
"Zutphen";48330;"09-11-2022";"22-11-2022";15;31;0;0;0;0
"Zwartewaterland";23012;"09-11-2022";"22-11-2022";14;60,8;2;8,7;0;0
"Zwijndrecht";44789;"09-11-2022";"22-11-2022";26;58;3;6,7;0;0
"Zwolle";130668;"09-11-2022";"22-11-2022";82;62,8;2;1,5;0;0
