"Gemeente";"Inwoners";"Van";"Tot";"Meldingen";"Meldingen per 100.000";"Zkh opname";"Zkh opname per 100.000"
"Bergen op Zoom";67894;"08-02-2023";"21-02-2023";21;30,9;4;5,9
"Berkelland";43850;"08-02-2023";"21-02-2023";21;47,9;1;2,3
"Bernheze";31715;"08-02-2023";"21-02-2023";21;66,2;1;3,2
"Best";30608;"08-02-2023";"21-02-2023";11;35,9;2;6,5
"Beuningen";26235;"08-02-2023";"21-02-2023";19;72,4;3;11,4
"Beverwijk";42084;"08-02-2023";"21-02-2023";16;38;0;0
"Bladel";20718;"08-02-2023";"21-02-2023";7;33,8;3;14,5
"Blaricum";12359;"08-02-2023";"21-02-2023";1;8,1;0;0
"Bloemendaal";23732;"08-02-2023";"21-02-2023";14;59;1;4,2
"Bodegraven-Reeuwijk";35752;"08-02-2023";"21-02-2023";12;33,6;2;5,6
"Boekel";11030;"08-02-2023";"21-02-2023";3;27,2;0;0
"Borger-Odoorn";25681;"08-02-2023";"21-02-2023";6;23,4;0;0
"Borne";24007;"08-02-2023";"21-02-2023";2;8,3;1;4,2
"Borsele";22847;"08-02-2023";"21-02-2023";20;87,5;5;21,9
"Boxtel";33129;"08-02-2023";"21-02-2023";11;33,2;1;3
"Breda";184702;"08-02-2023";"21-02-2023";49;26,5;8;4,3
"Bronckhorst";36077;"08-02-2023";"21-02-2023";12;33,3;1;2,8
"Brummen";20890;"08-02-2023";"21-02-2023";5;23,9;2;9,6
"Brunssum";27674;"08-02-2023";"21-02-2023";17;61,4;1;3,6
"Bunnik";15590;"08-02-2023";"21-02-2023";11;70,6;0;0
"Bunschoten";22325;"08-02-2023";"21-02-2023";5;22,4;0;0
"Buren";27155;"08-02-2023";"21-02-2023";5;18,4;0;0
"Capelle aan den IJssel";67188;"08-02-2023";"21-02-2023";16;23,8;5;7,4
"Castricum";36263;"08-02-2023";"21-02-2023";17;46,9;1;2,8
"Coevorden";35517;"08-02-2023";"21-02-2023";6;16,9;1;2,8
"Cranendonck";20669;"08-02-2023";"21-02-2023";7;33,9;0;0
"Culemborg";29397;"08-02-2023";"21-02-2023";5;17;1;3,4
"Dalfsen";29162;"08-02-2023";"21-02-2023";4;13,7;1;3,4
"Dantumadiel";18957;"08-02-2023";"21-02-2023";3;15,8;1;5,3
"De Bilt";43508;"08-02-2023";"21-02-2023";15;34,5;3;6,9
"De Fryske Marren";51597;"08-02-2023";"21-02-2023";7;13,6;1;1,9
"De Ronde Venen";44955;"08-02-2023";"21-02-2023";15;33,4;3;6,7
"De Wolden";24511;"08-02-2023";"21-02-2023";1;4,1;0;0
"Delft";104572;"08-02-2023";"21-02-2023";27;25,8;3;2,9
"Den Helder";56334;"08-02-2023";"21-02-2023";22;39,1;6;10,7
"Deurne";32606;"08-02-2023";"21-02-2023";17;52,1;4;12,3
"Deventer";101446;"08-02-2023";"21-02-2023";32;31,5;5;4,9
"Diemen";31822;"08-02-2023";"21-02-2023";11;34,6;0;0
"Dijk en Waard";87695;"08-02-2023";"21-02-2023";25;28,5;5;5,7
"Dinkelland";26594;"08-02-2023";"21-02-2023";18;67,7;1;3,8
"Doesburg";11036;"08-02-2023";"21-02-2023";7;63,4;0;0
"Doetinchem";58546;"08-02-2023";"21-02-2023";24;41;0;0
"Dongen";26483;"08-02-2023";"21-02-2023";12;45,3;1;3,8
"Dordrecht";119537;"08-02-2023";"21-02-2023";50;41,8;5;4,2
"Drechterland";19983;"08-02-2023";"21-02-2023";3;15;1;5
"Drimmelen";27476;"08-02-2023";"21-02-2023";22;80,1;0;0
"Dronten";42865;"08-02-2023";"21-02-2023";6;14;2;4,7
"Druten";19178;"08-02-2023";"21-02-2023";7;36,5;0;0
"Duiven";24946;"08-02-2023";"21-02-2023";11;44,1;0;0
"Echt-Susteren";31731;"08-02-2023";"21-02-2023";12;37,8;0;0
"Edam-Volendam";36471;"08-02-2023";"21-02-2023";2;5,5;2;5,5
"Ede";119986;"08-02-2023";"21-02-2023";35;29,2;2;1,7
"Eemnes";9450;"08-02-2023";"21-02-2023";1;10,6;0;0
"Eemsdelta";45389;"08-02-2023";"21-02-2023";12;26,4;0;0
"Eersel";19823;"08-02-2023";"21-02-2023";6;30,3;1;5
"Eijsden-Margraten";25857;"08-02-2023";"21-02-2023";7;27,1;0;0
"Eindhoven";238326;"08-02-2023";"21-02-2023";101;42,4;7;2,9
"Elburg";23740;"08-02-2023";"21-02-2023";1;4,2;0;0
"Emmen";107856;"08-02-2023";"21-02-2023";37;34,3;8;7,4
"Enkhuizen";18620;"08-02-2023";"21-02-2023";1;5,4;0;0
"Enschede";160640;"08-02-2023";"21-02-2023";71;44,2;7;4,4
"Epe";33257;"08-02-2023";"21-02-2023";13;39,1;1;3
"Ermelo";27258;"08-02-2023";"21-02-2023";5;18,3;1;3,7
"Etten-Leur";44152;"08-02-2023";"21-02-2023";8;18,1;5;11,3
"Geertruidenberg";21944;"08-02-2023";"21-02-2023";4;18,2;0;0
"Geldrop-Mierlo";40131;"08-02-2023";"21-02-2023";12;29,9;4;10
"Gemert-Bakel";31040;"08-02-2023";"21-02-2023";8;25,8;0;0
"Gennep";17237;"08-02-2023";"21-02-2023";18;104,4;1;5,8
"Gilze en Rijen";26557;"08-02-2023";"21-02-2023";6;22,6;0;0
"Goeree-Overflakkee";51051;"08-02-2023";"21-02-2023";16;31,3;4;7,8
"Goes";38950;"08-02-2023";"21-02-2023";20;51,3;0;0
"Goirle";23979;"08-02-2023";"21-02-2023";13;54,2;1;4,2
"Gooise Meren";58846;"08-02-2023";"21-02-2023";12;20,4;1;1,7
"Gorinchem";37632;"08-02-2023";"21-02-2023";7;18,6;0;0
"Gouda";74095;"08-02-2023";"21-02-2023";35;47,2;7;9,4
"Groningen";234950;"08-02-2023";"21-02-2023";99;42,1;5;2,1
"Gulpen-Wittem";14178;"08-02-2023";"21-02-2023";3;21,2;0;0
"Haaksbergen";24268;"08-02-2023";"21-02-2023";13;53,6;1;4,1
"Haarlem";162898;"08-02-2023";"21-02-2023";57;35;4;2,5
"Haarlemmermeer";159336;"08-02-2023";"21-02-2023";51;32;2;1,3
"Halderberge";30770;"08-02-2023";"21-02-2023";6;19,5;3;9,7
"Hardenberg";61798;"08-02-2023";"21-02-2023";16;25,9;2;3,2
"Harderwijk";48857;"08-02-2023";"21-02-2023";24;49,1;0;0
"Hardinxveld-Giessendam";18511;"08-02-2023";"21-02-2023";10;54;0;0
"Harlingen";15904;"08-02-2023";"21-02-2023";2;12,6;0;0
"Hattem";12307;"08-02-2023";"21-02-2023";10;81,3;2;16,3
"Heemskerk";39189;"08-02-2023";"21-02-2023";19;48,5;0;0
"Heemstede";27557;"08-02-2023";"21-02-2023";20;72,6;1;3,6
"Heerde";18976;"08-02-2023";"21-02-2023";5;26,3;1;5,3
"Heerenveen";51119;"08-02-2023";"21-02-2023";21;41,1;1;2
"Heerlen";86845;"08-02-2023";"21-02-2023";41;47,2;8;9,2
"Heeze-Leende";16470;"08-02-2023";"21-02-2023";14;85;4;24,3
"Heiloo";24417;"08-02-2023";"21-02-2023";7;28,7;1;4,1
"Hellendoorn";35940;"08-02-2023";"21-02-2023";6;16,7;1;2,8
"Helmond";93476;"08-02-2023";"21-02-2023";21;22,5;5;5,3
"Hendrik-Ido-Ambacht";31663;"08-02-2023";"21-02-2023";12;37,9;1;3,2
"Hengelo";81476;"08-02-2023";"21-02-2023";23;28,2;1;1,2
"Het Hogeland";48022;"08-02-2023";"21-02-2023";16;33,3;4;8,3
"Heumen";17175;"08-02-2023";"21-02-2023";7;40,8;0;0
"Heusden";45557;"08-02-2023";"21-02-2023";37;81,2;2;4,4
"Hillegom";22312;"08-02-2023";"21-02-2023";4;17,9;0;0
"Hilvarenbeek";15810;"08-02-2023";"21-02-2023";1;6,3;0;0
"Hilversum";91733;"08-02-2023";"21-02-2023";24;26,2;0;0
"Hoeksche Waard";88715;"08-02-2023";"21-02-2023";22;24,8;4;4,5
"Hof van Twente";35056;"08-02-2023";"21-02-2023";7;20;0;0
"Hollands Kroon";48778;"08-02-2023";"21-02-2023";12;24,6;2;4,1
"Hoogeveen";55857;"08-02-2023";"21-02-2023";11;19,7;0;0
"Hoorn";74298;"08-02-2023";"21-02-2023";11;14,8;3;4
"Horst aan de Maas";43039;"08-02-2023";"21-02-2023";27;62,7;0;0
"Houten";50323;"08-02-2023";"21-02-2023";10;19,9;0;0
"Huizen";40938;"08-02-2023";"21-02-2023";11;26,9;0;0
"Hulst";27533;"08-02-2023";"21-02-2023";7;25,4;2;7,3
"IJsselstein";33429;"08-02-2023";"21-02-2023";10;29,9;0;0
"Kaag en Braassem";27895;"08-02-2023";"21-02-2023";10;35,8;1;3,6
"Kampen";54791;"08-02-2023";"21-02-2023";4;7,3;1;1,8
"Kapelle";13020;"08-02-2023";"21-02-2023";8;61,4;0;0
"Katwijk";66032;"08-02-2023";"21-02-2023";17;25,7;4;6,1
"Kerkrade";45324;"08-02-2023";"21-02-2023";22;48,5;4;8,8
"Koggenland";23048;"08-02-2023";"21-02-2023";6;26;3;13
"Krimpen aan den IJssel";29415;"08-02-2023";"21-02-2023";2;6,8;0;0
"Krimpenerwaard";57062;"08-02-2023";"21-02-2023";22;38,6;5;8,8
"Laarbeek";22943;"08-02-2023";"21-02-2023";17;74,1;2;8,7
"Land van Cuijk";90707;"08-02-2023";"21-02-2023";32;35,3;3;3,3
"Landgraaf";37023;"08-02-2023";"21-02-2023";12;32,4;0;0
"Landsmeer";11560;"08-02-2023";"21-02-2023";0;0;0;0
"Lansingerland";64110;"08-02-2023";"21-02-2023";30;46,8;6;9,4
"Laren";11528;"08-02-2023";"21-02-2023";4;34,7;0;0
"Leeuwarden";125504;"08-02-2023";"21-02-2023";38;30,3;2;1,6
"Leiden";125074;"08-02-2023";"21-02-2023";43;34,4;6;4,8
"Leiderdorp";27464;"08-02-2023";"21-02-2023";7;25,5;1;3,6
"Leidschendam-Voorburg";76659;"08-02-2023";"21-02-2023";21;27,4;2;2,6
"Lelystad";81214;"08-02-2023";"21-02-2023";21;25,9;2;2,5
"Leudal";35928;"08-02-2023";"21-02-2023";7;19,5;0;0
"Leusden";30713;"08-02-2023";"21-02-2023";14;45,6;0;0
"Lingewaard";46963;"08-02-2023";"21-02-2023";26;55,4;3;6,4
"Lisse";23015;"08-02-2023";"21-02-2023";7;30,4;0;0
"Lochem";34069;"08-02-2023";"21-02-2023";3;8,8;2;5,9
"Loon op Zand";23768;"08-02-2023";"21-02-2023";11;46,3;0;0
"Lopik";14512;"08-02-2023";"21-02-2023";6;41,3;2;13,8
"Losser";23084;"08-02-2023";"21-02-2023";3;13;2;8,7
"Maasdriel";25504;"08-02-2023";"21-02-2023";7;27,4;2;7,8
"Maasgouw";24028;"08-02-2023";"21-02-2023";19;79,1;1;4,2
"Maashorst";58362;"08-02-2023";"21-02-2023";18;30,8;2;3,4
"Maassluis";34148;"08-02-2023";"21-02-2023";6;17,6;0;0
"Maastricht";121151;"08-02-2023";"21-02-2023";65;53,7;0;0
"Medemblik";45464;"08-02-2023";"21-02-2023";10;22;0;0
"Meerssen";18581;"08-02-2023";"21-02-2023";12;64,6;1;5,4
"Meierijstad";82613;"08-02-2023";"21-02-2023";16;19,4;3;3,6
"Meppel";34761;"08-02-2023";"21-02-2023";11;31,6;2;5,8
"Middelburg";49199;"08-02-2023";"21-02-2023";8;16,3;3;6,1
"Midden-Delfland";19484;"08-02-2023";"21-02-2023";2;10,3;0;0
"Midden-Drenthe";33689;"08-02-2023";"21-02-2023";10;29,7;0;0
"Midden-Groningen";60898;"08-02-2023";"21-02-2023";11;18,1;2;3,3
"Moerdijk";37313;"08-02-2023";"21-02-2023";13;34,8;4;10,7
"Molenlanden";44644;"08-02-2023";"21-02-2023";5;11,2;0;0
"Montferland";36359;"08-02-2023";"21-02-2023";15;41,3;0;0
"Montfoort";13818;"08-02-2023";"21-02-2023";2;14,5;0;0
"Mook en Middelaar";7989;"08-02-2023";"21-02-2023";6;75,1;1;12,5
"Neder-Betuwe";25032;"08-02-2023";"21-02-2023";2;8;1;4
"Nederweert";17323;"08-02-2023";"21-02-2023";9;52;0;0
"Nieuwegein";64554;"08-02-2023";"21-02-2023";17;26,3;5;7,7
"Nieuwkoop";29304;"08-02-2023";"21-02-2023";11;37,5;2;6,8
"Nijkerk";44311;"08-02-2023";"21-02-2023";11;24,8;0;0
"Nijmegen";179100;"08-02-2023";"21-02-2023";134;74,8;23;12,8
"Nissewaard";86332;"08-02-2023";"21-02-2023";26;30,1;7;8,1
"Noardeast-Fryslân";45593;"08-02-2023";"21-02-2023";5;11;0;0
"Noord-Beveland";7668;"08-02-2023";"21-02-2023";1;13;1;13
"Noordenveld";31238;"08-02-2023";"21-02-2023";6;19,2;3;9,6
"Noordoostpolder";48048;"08-02-2023";"21-02-2023";14;29,1;1;2,1
"Noordwijk";44365;"08-02-2023";"21-02-2023";13;29,3;1;2,3
"Nuenen, Gerwen en Nederwetten";23826;"08-02-2023";"21-02-2023";8;33,6;2;8,4
"Nunspeet";28223;"08-02-2023";"21-02-2023";5;17,7;1;3,5
"Oegstgeest";25499;"08-02-2023";"21-02-2023";11;43,1;0;0
"Oirschot";19061;"08-02-2023";"21-02-2023";2;10,5;0;0
"Oisterwijk";32503;"08-02-2023";"21-02-2023";19;58,5;1;3,1
"Oldambt";38521;"08-02-2023";"21-02-2023";18;46,7;1;2,6
"Oldebroek";23930;"08-02-2023";"21-02-2023";9;37,6;1;4,2
"Oldenzaal";31741;"08-02-2023";"21-02-2023";4;12,6;0;0
"Olst-Wijhe";18496;"08-02-2023";"21-02-2023";3;16,2;3;16,2
"Ommen";18457;"08-02-2023";"21-02-2023";16;86,7;1;5,4
"Oost Gelre";29603;"08-02-2023";"21-02-2023";13;43,9;1;3,4
"Oosterhout";56535;"08-02-2023";"21-02-2023";27;47,8;3;5,3
"Ooststellingwerf";25680;"08-02-2023";"21-02-2023";4;15,6;0;0
"Oostzaan";9639;"08-02-2023";"21-02-2023";3;31,1;0;0
"Opmeer";12074;"08-02-2023";"21-02-2023";0;0;0;0
"Opsterland";29791;"08-02-2023";"21-02-2023";4;13,4;0;0
"Oss";93307;"08-02-2023";"21-02-2023";31;33,2;4;4,3
"Oude IJsselstreek";39387;"08-02-2023";"21-02-2023";17;43,2;0;0
"Ouder-Amstel";14212;"08-02-2023";"21-02-2023";3;21,1;0;0
"Oudewater";10159;"08-02-2023";"21-02-2023";1;9,8;1;9,8
"Overbetuwe";48266;"08-02-2023";"21-02-2023";26;53,9;2;4,1
"Papendrecht";32208;"08-02-2023";"21-02-2023";9;27,9;0;0
"Peel en Maas";44278;"08-02-2023";"21-02-2023";14;31,6;0;0
"Pekela";12196;"08-02-2023";"21-02-2023";5;41;0;0
"Pijnacker-Nootdorp";56572;"08-02-2023";"21-02-2023";19;33,6;3;5,3
"Purmerend";92240;"08-02-2023";"21-02-2023";20;21,7;4;4,3
"Putten";24598;"08-02-2023";"21-02-2023";8;32,5;0;0
"Raalte";38140;"08-02-2023";"21-02-2023";10;26,2;1;2,6
"Reimerswaal";22920;"08-02-2023";"21-02-2023";2;8,7;1;4,4
"Renkum";31358;"08-02-2023";"21-02-2023";9;28,7;0;0
"Renswoude";5651;"08-02-2023";"21-02-2023";0;0;0;0
"Reusel-De Mierden";13271;"08-02-2023";"21-02-2023";0;0;0;0
"Rheden";43435;"08-02-2023";"21-02-2023";25;57,6;1;2,3
"Rhenen";20265;"08-02-2023";"21-02-2023";3;14,8;0;0
"Ridderkerk";47099;"08-02-2023";"21-02-2023";11;23,4;2;4,2
"Rijssen-Holten";38231;"08-02-2023";"21-02-2023";11;28,8;4;10,5
"Rijswijk";56941;"08-02-2023";"21-02-2023";23;40,4;4;7
"Roerdalen";20558;"08-02-2023";"21-02-2023";4;19,5;0;0
"Roermond";59184;"08-02-2023";"21-02-2023";14;23,7;0;0
"Roosendaal";77244;"08-02-2023";"21-02-2023";17;22;6;7,8
"Rotterdam";655468;"08-02-2023";"21-02-2023";158;24,1;37;5,6
"Rozendaal";1756;"08-02-2023";"21-02-2023";3;170,8;0;0
"Rucphen";23326;"08-02-2023";"21-02-2023";3;12,9;2;8,6
"Schagen";46833;"08-02-2023";"21-02-2023";25;53,4;7;14,9
"Scherpenzeel";10317;"08-02-2023";"21-02-2023";2;19,4;0;0
"Schiedam";79644;"08-02-2023";"21-02-2023";13;16,3;4;5
"Schiermonnikoog";944;"08-02-2023";"21-02-2023";0;0;0;0
"Schouwen-Duiveland";34152;"08-02-2023";"21-02-2023";7;20,5;1;2,9
"Simpelveld";10425;"08-02-2023";"21-02-2023";1;9,6;0;0
"Sint-Michielsgestel";29731;"08-02-2023";"21-02-2023";9;30,3;0;0
"Sittard-Geleen";91719;"08-02-2023";"21-02-2023";59;64,3;10;10,9
"Sliedrecht";25897;"08-02-2023";"21-02-2023";16;61,8;1;3,9
"Sluis";23141;"08-02-2023";"21-02-2023";2;8,6;0;0
"Smallingerland";55895;"08-02-2023";"21-02-2023";8;14,3;1;1,8
"Soest";47113;"08-02-2023";"21-02-2023";12;25,5;0;0
"Someren";19701;"08-02-2023";"21-02-2023";8;40,6;2;10,2
"Son en Breugel";17775;"08-02-2023";"21-02-2023";12;67,5;1;5,6
"Stadskanaal";31851;"08-02-2023";"21-02-2023";12;37,7;2;6,3
"Staphorst";17282;"08-02-2023";"21-02-2023";1;5,8;0;0
"Stede Broec";21947;"08-02-2023";"21-02-2023";3;13,7;1;4,6
"Steenbergen";24333;"08-02-2023";"21-02-2023";5;20,5;2;8,2
"Steenwijkerland";44741;"08-02-2023";"21-02-2023";8;17,9;3;6,7
"Stein";24803;"08-02-2023";"21-02-2023";14;56,4;4;16,1
"Stichtse Vecht";65240;"08-02-2023";"21-02-2023";40;61,3;7;10,7
"Súdwest-Fryslân";90300;"08-02-2023";"21-02-2023";14;15,5;4;4,4
"Terneuzen";54501;"08-02-2023";"21-02-2023";18;33;1;1,8
"Terschelling";4960;"08-02-2023";"21-02-2023";0;0;0;0
"Texel";13687;"08-02-2023";"21-02-2023";0;0;0;0
"Teylingen";37942;"08-02-2023";"21-02-2023";12;31,6;1;2,6
"Tholen";26401;"08-02-2023";"21-02-2023";5;18,9;1;3,8
"Tiel";42277;"08-02-2023";"21-02-2023";34;80,4;3;7,1
"Tilburg";224459;"08-02-2023";"21-02-2023";124;55,2;6;2,7
"Tubbergen";21364;"08-02-2023";"21-02-2023";11;51,5;2;9,4
"Twenterand";33718;"08-02-2023";"21-02-2023";7;20,8;2;5,9
"Tynaarlo";34221;"08-02-2023";"21-02-2023";8;23,4;3;8,8
"Tytsjerksteradiel";32282;"08-02-2023";"21-02-2023";3;9,3;1;3,1
"Uitgeest";13563;"08-02-2023";"21-02-2023";4;29,5;0;0
"Uithoorn";31018;"08-02-2023";"21-02-2023";4;12,9;0;0
"Urk";21468;"08-02-2023";"21-02-2023";2;9,3;0;0
"Utrecht";361699;"08-02-2023";"21-02-2023";144;39,8;14;3,9
"Utrechtse Heuvelrug";49981;"08-02-2023";"21-02-2023";8;16;2;4
"Vaals";10135;"08-02-2023";"21-02-2023";1;9,9;0;0
"Valkenburg aan de Geul";16167;"08-02-2023";"21-02-2023";4;24,7;0;0
"Valkenswaard";31236;"08-02-2023";"21-02-2023";15;48;1;3,2
"Veendam";27466;"08-02-2023";"21-02-2023";2;7,3;0;0
"Veenendaal";67671;"08-02-2023";"21-02-2023";20;29,6;3;4,4
"Veere";21850;"08-02-2023";"21-02-2023";10;45,8;1;4,6
"Veldhoven";45822;"08-02-2023";"21-02-2023";17;37,1;4;8,7
"Velsen";68482;"08-02-2023";"21-02-2023";28;40,9;0;0
"Venlo";102136;"08-02-2023";"21-02-2023";51;49,9;1;1
"Venray";43964;"08-02-2023";"21-02-2023";34;77,3;2;4,5
"Vijfheerenlanden";58788;"08-02-2023";"21-02-2023";4;6,8;3;5,1
"Vlaardingen";74143;"08-02-2023";"21-02-2023";6;8,1;3;4
"Vlieland";1195;"08-02-2023";"21-02-2023";0;0;0;0
"Vlissingen";44585;"08-02-2023";"21-02-2023";19;42,6;7;15,7
"Voerendaal";12426;"08-02-2023";"21-02-2023";7;56,3;0;0
"Voorne aan Zee";73238;"08-02-2023";"21-02-2023";15;20,5;2;2,7
"Voorschoten";25627;"08-02-2023";"21-02-2023";15;58,5;0;0
"Voorst";24994;"08-02-2023";"21-02-2023";41;164;2;8
"Vught";31783;"08-02-2023";"21-02-2023";8;25,2;0;0
"Waadhoeke";46309;"08-02-2023";"21-02-2023";11;23,8;1;2,2
"Waalre";17626;"08-02-2023";"21-02-2023";13;73,8;2;11,3
"Waalwijk";49342;"08-02-2023";"21-02-2023";16;32,4;2;4,1
"Waddinxveen";31342;"08-02-2023";"21-02-2023";8;25,5;1;3,2
"Wageningen";39939;"08-02-2023";"21-02-2023";17;42,6;0;0
"Wassenaar";27115;"08-02-2023";"21-02-2023";13;47,9;0;0
"Waterland";17343;"08-02-2023";"21-02-2023";2;11,5;0;0
"Weert";50346;"08-02-2023";"21-02-2023";21;41,7;0;0
"West Betuwe";51971;"08-02-2023";"21-02-2023";11;21,2;0;0
"West Maas en Waal";19675;"08-02-2023";"21-02-2023";6;30,5;1;5,1
"Westerkwartier";64306;"08-02-2023";"21-02-2023";7;10,9;2;3,1
"Westerveld";19854;"08-02-2023";"21-02-2023";2;10,1;1;5
"Westervoort";14944;"08-02-2023";"21-02-2023";4;26,8;0;0
"Westerwolde";26571;"08-02-2023";"21-02-2023";5;18,8;0;0
"Westland";112448;"08-02-2023";"21-02-2023";31;27,6;4;3,6
"Weststellingwerf";26278;"08-02-2023";"21-02-2023";9;34,2;1;3,8
"Wierden";24643;"08-02-2023";"21-02-2023";8;32,5;1;4,1
"Wijchen";41344;"08-02-2023";"21-02-2023";16;38,7;4;9,7
"Wijdemeren";24494;"08-02-2023";"21-02-2023";5;20,4;0;0
"Wijk bij Duurstede";23921;"08-02-2023";"21-02-2023";4;16,7;0;0
"Winterswijk";29185;"08-02-2023";"21-02-2023";8;27,4;0;0
"Woensdrecht";22112;"08-02-2023";"21-02-2023";3;13,6;1;4,5
"Woerden";52882;"08-02-2023";"21-02-2023";23;43,5;2;3,8
"Wormerland";16381;"08-02-2023";"21-02-2023";2;12,2;1;6,1
"Woudenberg";13873;"08-02-2023";"21-02-2023";3;21,6;0;0
"Zaanstad";157166;"08-02-2023";"21-02-2023";47;29,9;2;1,3
"Zaltbommel";29957;"08-02-2023";"21-02-2023";4;13,4;1;3,3
"Zandvoort";17107;"08-02-2023";"21-02-2023";7;40,9;0;0
"Zeewolde";23348;"08-02-2023";"21-02-2023";2;8,6;0;0
"Zeist";65987;"08-02-2023";"21-02-2023";16;24,2;1;1,5
"Zevenaar";44645;"08-02-2023";"21-02-2023";27;60,5;0;0
"Zoetermeer";125767;"08-02-2023";"21-02-2023";36;28,6;3;2,4
"Zoeterwoude";9302;"08-02-2023";"21-02-2023";2;21,5;0;0
"Zuidplas";45794;"08-02-2023";"21-02-2023";14;30,6;4;8,7
"Zundert";22260;"08-02-2023";"21-02-2023";3;13,5;1;4,5
"Zutphen";48330;"08-02-2023";"21-02-2023";17;35,2;5;10,3
"Zwartewaterland";23012;"08-02-2023";"21-02-2023";8;34,8;2;8,7
"Zwijndrecht";44789;"08-02-2023";"21-02-2023";19;42,4;3;6,7
"Zwolle";130668;"08-02-2023";"21-02-2023";57;43,6;4;3,1
