"Gemeente";"Inwoners";"Van";"Tot";"Meldingen";"Meldingen per 100.000";"Zkh opname";"Zkh opname per 100.000"
"Gooise Meren";58846;"01-02-2023";"14-02-2023";11;18,7;0;0
"Gorinchem";37632;"01-02-2023";"14-02-2023";3;8;0;0
"Gouda";74095;"01-02-2023";"14-02-2023";27;36,4;5;6,7
"Groningen";234950;"01-02-2023";"14-02-2023";55;23,4;6;2,6
"Gulpen-Wittem";14178;"01-02-2023";"14-02-2023";6;42,3;0;0
"Haaksbergen";24268;"01-02-2023";"14-02-2023";12;49,4;1;4,1
"Haarlem";162898;"01-02-2023";"14-02-2023";42;25,8;0;0
"Haarlemmermeer";159336;"01-02-2023";"14-02-2023";20;12,6;2;1,3
"Halderberge";30770;"01-02-2023";"14-02-2023";7;22,7;2;6,5
"Hardenberg";61798;"01-02-2023";"14-02-2023";13;21;3;4,9
"Harderwijk";48857;"01-02-2023";"14-02-2023";14;28,7;0;0
"Hardinxveld-Giessendam";18511;"01-02-2023";"14-02-2023";4;21,6;0;0
"Harlingen";15904;"01-02-2023";"14-02-2023";1;6,3;0;0
"Hattem";12307;"01-02-2023";"14-02-2023";8;65;2;16,3
"Heemskerk";39189;"01-02-2023";"14-02-2023";16;40,8;0;0
"Heemstede";27557;"01-02-2023";"14-02-2023";19;68,9;0;0
"Heerde";18976;"01-02-2023";"14-02-2023";4;21,1;1;5,3
"Heerenveen";51119;"01-02-2023";"14-02-2023";19;37,2;1;2
"Heerlen";86845;"01-02-2023";"14-02-2023";29;33,4;5;5,8
"Heeze-Leende";16470;"01-02-2023";"14-02-2023";10;60,7;6;36,4
"Heiloo";24417;"01-02-2023";"14-02-2023";6;24,6;0;0
"Hellendoorn";35940;"01-02-2023";"14-02-2023";2;5,6;0;0
"Helmond";93476;"01-02-2023";"14-02-2023";19;20,3;3;3,2
"Hendrik-Ido-Ambacht";31663;"01-02-2023";"14-02-2023";7;22,1;0;0
"Hengelo";81476;"01-02-2023";"14-02-2023";14;17,2;0;0
"Het Hogeland";48022;"01-02-2023";"14-02-2023";12;25;1;2,1
"Heumen";17175;"01-02-2023";"14-02-2023";3;17,5;0;0
"Heusden";45557;"01-02-2023";"14-02-2023";27;59,3;1;2,2
"Hillegom";22312;"01-02-2023";"14-02-2023";5;22,4;1;4,5
"Hilvarenbeek";15810;"01-02-2023";"14-02-2023";2;12,7;0;0
"Hilversum";91733;"01-02-2023";"14-02-2023";15;16,4;0;0
"Hoeksche Waard";88715;"01-02-2023";"14-02-2023";13;14,7;0;0
"Hof van Twente";35056;"01-02-2023";"14-02-2023";13;37,1;1;2,9
"Hollands Kroon";48778;"01-02-2023";"14-02-2023";9;18,5;2;4,1
"Hoogeveen";55857;"01-02-2023";"14-02-2023";6;10,7;0;0
"Hoorn";74298;"01-02-2023";"14-02-2023";12;16,2;3;4
"Horst aan de Maas";43039;"01-02-2023";"14-02-2023";17;39,5;0;0
"Houten";50323;"01-02-2023";"14-02-2023";7;13,9;0;0
"Huizen";40938;"01-02-2023";"14-02-2023";4;9,8;0;0
"Hulst";27533;"01-02-2023";"14-02-2023";4;14,5;1;3,6
"IJsselstein";33429;"01-02-2023";"14-02-2023";11;32,9;2;6
"Kaag en Braassem";27895;"01-02-2023";"14-02-2023";5;17,9;0;0
"Kampen";54791;"01-02-2023";"14-02-2023";5;9,1;3;5,5
"Kapelle";13020;"01-02-2023";"14-02-2023";7;53,8;0;0
"Katwijk";66032;"01-02-2023";"14-02-2023";10;15,1;3;4,5
"Kerkrade";45324;"01-02-2023";"14-02-2023";15;33,1;2;4,4
"Koggenland";23048;"01-02-2023";"14-02-2023";4;17,4;0;0
"Krimpen aan den IJssel";29415;"01-02-2023";"14-02-2023";5;17;2;6,8
"Krimpenerwaard";57062;"01-02-2023";"14-02-2023";20;35;3;5,3
"Laarbeek";22943;"01-02-2023";"14-02-2023";12;52,3;1;4,4
"Land van Cuijk";90707;"01-02-2023";"14-02-2023";12;13,2;1;1,1
"Landgraaf";37023;"01-02-2023";"14-02-2023";13;35,1;0;0
"Landsmeer";11560;"01-02-2023";"14-02-2023";1;8,7;0;0
"Lansingerland";64110;"01-02-2023";"14-02-2023";21;32,8;3;4,7
"Laren";11528;"01-02-2023";"14-02-2023";1;8,7;0;0
"Leeuwarden";125504;"01-02-2023";"14-02-2023";25;19,9;5;4
"Leiden";125074;"01-02-2023";"14-02-2023";39;31,2;6;4,8
"Leiderdorp";27464;"01-02-2023";"14-02-2023";9;32,8;1;3,6
"Leidschendam-Voorburg";76659;"01-02-2023";"14-02-2023";23;30;2;2,6
"Lelystad";81214;"01-02-2023";"14-02-2023";15;18,5;2;2,5
"Leudal";35928;"01-02-2023";"14-02-2023";10;27,8;0;0
"Leusden";30713;"01-02-2023";"14-02-2023";7;22,8;0;0
"Lingewaard";46963;"01-02-2023";"14-02-2023";21;44,7;2;4,3
"Lisse";23015;"01-02-2023";"14-02-2023";5;21,7;1;4,3
"Lochem";34069;"01-02-2023";"14-02-2023";2;5,9;1;2,9
"Loon op Zand";23768;"01-02-2023";"14-02-2023";4;16,8;0;0
"Lopik";14512;"01-02-2023";"14-02-2023";6;41,3;0;0
"Losser";23084;"01-02-2023";"14-02-2023";3;13;1;4,3
"Maasdriel";25504;"01-02-2023";"14-02-2023";3;11,8;1;3,9
"Maasgouw";24028;"01-02-2023";"14-02-2023";21;87,4;0;0
"Maashorst";58362;"01-02-2023";"14-02-2023";21;36;3;5,1
"Maassluis";34148;"01-02-2023";"14-02-2023";2;5,9;0;0
"Maastricht";121151;"01-02-2023";"14-02-2023";47;38,8;0;0
"Medemblik";45464;"01-02-2023";"14-02-2023";8;17,6;0;0
"Meerssen";18581;"01-02-2023";"14-02-2023";16;86,1;1;5,4
"Meierijstad";82613;"01-02-2023";"14-02-2023";21;25,4;4;4,8
"Meppel";34761;"01-02-2023";"14-02-2023";11;31,6;2;5,8
"Middelburg";49199;"01-02-2023";"14-02-2023";18;36,6;2;4,1
"Midden-Delfland";19484;"01-02-2023";"14-02-2023";4;20,5;0;0
"Midden-Drenthe";33689;"01-02-2023";"14-02-2023";6;17,8;1;3
"Midden-Groningen";60898;"01-02-2023";"14-02-2023";8;13,1;3;4,9
"Moerdijk";37313;"01-02-2023";"14-02-2023";20;53,6;5;13,4
"Molenlanden";44644;"01-02-2023";"14-02-2023";6;13,4;0;0
"Montferland";36359;"01-02-2023";"14-02-2023";12;33;0;0
"Montfoort";13818;"01-02-2023";"14-02-2023";1;7,2;0;0
"Mook en Middelaar";7989;"01-02-2023";"14-02-2023";3;37,6;0;0
"Neder-Betuwe";25032;"01-02-2023";"14-02-2023";5;20;0;0
"Nederweert";17323;"01-02-2023";"14-02-2023";6;34,6;0;0
"Nieuwegein";64554;"01-02-2023";"14-02-2023";17;26,3;3;4,6
"Nieuwkoop";29304;"01-02-2023";"14-02-2023";6;20,5;1;3,4
"Nijkerk";44311;"01-02-2023";"14-02-2023";9;20,3;0;0
"Nijmegen";179100;"01-02-2023";"14-02-2023";101;56,4;12;6,7
"Nissewaard";86332;"01-02-2023";"14-02-2023";24;27,8;6;6,9
"Noardeast-Fryslân";45593;"01-02-2023";"14-02-2023";4;8,8;0;0
"Noord-Beveland";7668;"01-02-2023";"14-02-2023";2;26,1;0;0
"Noordenveld";31238;"01-02-2023";"14-02-2023";3;9,6;1;3,2
"Noordoostpolder";48048;"01-02-2023";"14-02-2023";5;10,4;0;0
"Noordwijk";44365;"01-02-2023";"14-02-2023";6;13,5;1;2,3
"Nuenen, Gerwen en Nederwetten";23826;"01-02-2023";"14-02-2023";4;16,8;0;0
"Nunspeet";28223;"01-02-2023";"14-02-2023";9;31,9;0;0
"Oegstgeest";25499;"01-02-2023";"14-02-2023";10;39,2;0;0
"Oirschot";19061;"01-02-2023";"14-02-2023";1;5,2;0;0
"Oisterwijk";32503;"01-02-2023";"14-02-2023";12;36,9;0;0
"Oldambt";38521;"01-02-2023";"14-02-2023";25;64,9;2;5,2
"Oldebroek";23930;"01-02-2023";"14-02-2023";2;8,4;1;4,2
"Oldenzaal";31741;"01-02-2023";"14-02-2023";10;31,5;0;0
"Olst-Wijhe";18496;"01-02-2023";"14-02-2023";4;21,6;3;16,2
"Ommen";18457;"01-02-2023";"14-02-2023";6;32,5;1;5,4
"Oost Gelre";29603;"01-02-2023";"14-02-2023";7;23,6;1;3,4
"Oosterhout";56535;"01-02-2023";"14-02-2023";9;15,9;2;3,5
"Ooststellingwerf";25680;"01-02-2023";"14-02-2023";2;7,8;0;0
"Oostzaan";9639;"01-02-2023";"14-02-2023";4;41,5;0;0
"Opmeer";12074;"01-02-2023";"14-02-2023";4;33,1;0;0
"Opsterland";29791;"01-02-2023";"14-02-2023";5;16,8;0;0
"Oss";93307;"01-02-2023";"14-02-2023";28;30;3;3,2
"Oude IJsselstreek";39387;"01-02-2023";"14-02-2023";8;20,3;0;0
"Ouder-Amstel";14212;"01-02-2023";"14-02-2023";5;35,2;0;0
"Oudewater";10159;"01-02-2023";"14-02-2023";3;29,5;1;9,8
"Overbetuwe";48266;"01-02-2023";"14-02-2023";17;35,2;0;0
"Papendrecht";32208;"01-02-2023";"14-02-2023";9;27,9;0;0
"Peel en Maas";44278;"01-02-2023";"14-02-2023";15;33,9;0;0
"Pekela";12196;"01-02-2023";"14-02-2023";3;24,6;0;0
"Pijnacker-Nootdorp";56572;"01-02-2023";"14-02-2023";13;23;5;8,8
"Purmerend";92240;"01-02-2023";"14-02-2023";12;13;4;4,3
"Putten";24598;"01-02-2023";"14-02-2023";13;52,8;0;0
"Raalte";38140;"01-02-2023";"14-02-2023";7;18,4;1;2,6
"Reimerswaal";22920;"01-02-2023";"14-02-2023";4;17,5;0;0
"Renkum";31358;"01-02-2023";"14-02-2023";7;22,3;0;0
"Renswoude";5651;"01-02-2023";"14-02-2023";1;17,7;0;0
"Reusel-De Mierden";13271;"01-02-2023";"14-02-2023";1;7,5;0;0
"Rheden";43435;"01-02-2023";"14-02-2023";21;48,3;2;4,6
"Rhenen";20265;"01-02-2023";"14-02-2023";3;14,8;0;0
"Ridderkerk";47099;"01-02-2023";"14-02-2023";12;25,5;1;2,1
"Rijssen-Holten";38231;"01-02-2023";"14-02-2023";8;20,9;1;2,6
"Rijswijk";56941;"01-02-2023";"14-02-2023";17;29,9;1;1,8
"Roerdalen";20558;"01-02-2023";"14-02-2023";10;48,6;0;0
"Roermond";59184;"01-02-2023";"14-02-2023";15;25,3;0;0
"Roosendaal";77244;"01-02-2023";"14-02-2023";10;12,9;8;10,4
"Rotterdam";655468;"01-02-2023";"14-02-2023";147;22,4;16;2,4
"Rozendaal";1756;"01-02-2023";"14-02-2023";1;56,9;0;0
"Rucphen";23326;"01-02-2023";"14-02-2023";3;12,9;0;0
"Schagen";46833;"01-02-2023";"14-02-2023";14;29,9;6;12,8
"Scherpenzeel";10317;"01-02-2023";"14-02-2023";4;38,8;0;0
"Schiedam";79644;"01-02-2023";"14-02-2023";14;17,6;4;5
"Schiermonnikoog";944;"01-02-2023";"14-02-2023";0;0;0;0
"Schouwen-Duiveland";34152;"01-02-2023";"14-02-2023";10;29,3;0;0
"Simpelveld";10425;"01-02-2023";"14-02-2023";3;28,8;0;0
"Sint-Michielsgestel";29731;"01-02-2023";"14-02-2023";4;13,5;1;3,4
"Sittard-Geleen";91719;"01-02-2023";"14-02-2023";42;45,8;4;4,4
"Sliedrecht";25897;"01-02-2023";"14-02-2023";17;65,6;0;0
"Sluis";23141;"01-02-2023";"14-02-2023";4;17,3;0;0
"Smallingerland";55895;"01-02-2023";"14-02-2023";5;8,9;0;0
"Soest";47113;"01-02-2023";"14-02-2023";8;17;1;2,1
"Someren";19701;"01-02-2023";"14-02-2023";11;55,8;0;0
"Son en Breugel";17775;"01-02-2023";"14-02-2023";7;39,4;0;0
"Stadskanaal";31851;"01-02-2023";"14-02-2023";8;25,1;2;6,3
"Staphorst";17282;"01-02-2023";"14-02-2023";2;11,6;0;0
"Stede Broec";21947;"01-02-2023";"14-02-2023";0;0;0;0
"Steenbergen";24333;"01-02-2023";"14-02-2023";4;16,4;1;4,1
"Steenwijkerland";44741;"01-02-2023";"14-02-2023";9;20,1;3;6,7
"Stein";24803;"01-02-2023";"14-02-2023";8;32,3;2;8,1
"Stichtse Vecht";65240;"01-02-2023";"14-02-2023";19;29,1;4;6,1
"Súdwest-Fryslân";90300;"01-02-2023";"14-02-2023";25;27,7;2;2,2
"Terneuzen";54501;"01-02-2023";"14-02-2023";7;12,8;0;0
"Terschelling";4960;"01-02-2023";"14-02-2023";1;20,2;0;0
"Texel";13687;"01-02-2023";"14-02-2023";0;0;0;0
"Teylingen";37942;"01-02-2023";"14-02-2023";15;39,5;0;0
"Tholen";26401;"01-02-2023";"14-02-2023";7;26,5;1;3,8
"Tiel";42277;"01-02-2023";"14-02-2023";30;71;3;7,1
"Tilburg";224459;"01-02-2023";"14-02-2023";79;35,2;5;2,2
"Tubbergen";21364;"01-02-2023";"14-02-2023";4;18,7;0;0
"Twenterand";33718;"01-02-2023";"14-02-2023";9;26,7;0;0
"Tynaarlo";34221;"01-02-2023";"14-02-2023";8;23,4;1;2,9
"Tytsjerksteradiel";32282;"01-02-2023";"14-02-2023";7;21,7;1;3,1
"Uitgeest";13563;"01-02-2023";"14-02-2023";4;29,5;0;0
"Uithoorn";31018;"01-02-2023";"14-02-2023";4;12,9;0;0
"Urk";21468;"01-02-2023";"14-02-2023";2;9,3;0;0
"Utrecht";361699;"01-02-2023";"14-02-2023";92;25,4;12;3,3
"Utrechtse Heuvelrug";49981;"01-02-2023";"14-02-2023";11;22;1;2
"Vaals";10135;"01-02-2023";"14-02-2023";0;0;0;0
"Valkenburg aan de Geul";16167;"01-02-2023";"14-02-2023";3;18,6;0;0
"Valkenswaard";31236;"01-02-2023";"14-02-2023";10;32;0;0
"Veendam";27466;"01-02-2023";"14-02-2023";6;21,8;0;0
"Veenendaal";67671;"01-02-2023";"14-02-2023";18;26,6;4;5,9
"Veere";21850;"01-02-2023";"14-02-2023";9;41,2;3;13,7
"Veldhoven";45822;"01-02-2023";"14-02-2023";7;15,3;1;2,2
"Velsen";68482;"01-02-2023";"14-02-2023";17;24,8;0;0
"Venlo";102136;"01-02-2023";"14-02-2023";36;35,2;2;2
"Venray";43964;"01-02-2023";"14-02-2023";29;66;2;4,5
"Vijfheerenlanden";58788;"01-02-2023";"14-02-2023";5;8,5;3;5,1
"Vlaardingen";74143;"01-02-2023";"14-02-2023";8;10,8;2;2,7
"Vlieland";1195;"01-02-2023";"14-02-2023";0;0;0;0
"Vlissingen";44585;"01-02-2023";"14-02-2023";23;51,6;4;9
"Voerendaal";12426;"01-02-2023";"14-02-2023";3;24,1;0;0
"Voorne aan Zee";73238;"01-02-2023";"14-02-2023";21;28,7;7;9,6
"Voorschoten";25627;"01-02-2023";"14-02-2023";11;42,9;3;11,7
"Voorst";24994;"01-02-2023";"14-02-2023";26;104;1;4
"Vught";31783;"01-02-2023";"14-02-2023";10;31,5;2;6,3
"Waadhoeke";46309;"01-02-2023";"14-02-2023";6;13;2;4,3
"Waalre";17626;"01-02-2023";"14-02-2023";1;5,7;0;0
"Waalwijk";49342;"01-02-2023";"14-02-2023";9;18,2;1;2
"Waddinxveen";31342;"01-02-2023";"14-02-2023";5;16;0;0
"Wageningen";39939;"01-02-2023";"14-02-2023";7;17,5;1;2,5
"Wassenaar";27115;"01-02-2023";"14-02-2023";8;29,5;0;0
"Waterland";17343;"01-02-2023";"14-02-2023";1;5,8;0;0
"Weert";50346;"01-02-2023";"14-02-2023";16;31,8;0;0
"West Betuwe";51971;"01-02-2023";"14-02-2023";7;13,5;0;0
"West Maas en Waal";19675;"01-02-2023";"14-02-2023";9;45,7;0;0
"Westerkwartier";64306;"01-02-2023";"14-02-2023";6;9,3;1;1,6
"Westerveld";19854;"01-02-2023";"14-02-2023";2;10,1;0;0
"Westervoort";14944;"01-02-2023";"14-02-2023";7;46,8;0;0
"Westerwolde";26571;"01-02-2023";"14-02-2023";1;3,8;0;0
"Westland";112448;"01-02-2023";"14-02-2023";20;17,8;3;2,7
"Weststellingwerf";26278;"01-02-2023";"14-02-2023";6;22,8;0;0
"Wierden";24643;"01-02-2023";"14-02-2023";4;16,2;0;0
"Wijchen";41344;"01-02-2023";"14-02-2023";15;36,3;2;4,8
"Wijdemeren";24494;"01-02-2023";"14-02-2023";6;24,5;0;0
"Wijk bij Duurstede";23921;"01-02-2023";"14-02-2023";7;29,3;1;4,2
"Winterswijk";29185;"01-02-2023";"14-02-2023";9;30,8;0;0
"Woensdrecht";22112;"01-02-2023";"14-02-2023";2;9;2;9
"Woerden";52882;"01-02-2023";"14-02-2023";16;30,3;3;5,7
"Wormerland";16381;"01-02-2023";"14-02-2023";1;6,1;1;6,1
"Woudenberg";13873;"01-02-2023";"14-02-2023";2;14,4;0;0
"Zaanstad";157166;"01-02-2023";"14-02-2023";34;21,6;2;1,3
"Zaltbommel";29957;"01-02-2023";"14-02-2023";5;16,7;1;3,3
"Zandvoort";17107;"01-02-2023";"14-02-2023";6;35,1;1;5,8
"Zeewolde";23348;"01-02-2023";"14-02-2023";4;17,1;0;0
"Zeist";65987;"01-02-2023";"14-02-2023";15;22,7;3;4,5
"Zevenaar";44645;"01-02-2023";"14-02-2023";16;35,8;1;2,2
"Zoetermeer";125767;"01-02-2023";"14-02-2023";40;31,8;7;5,6
"Zoeterwoude";9302;"01-02-2023";"14-02-2023";5;53,8;0;0
"Zuidplas";45794;"01-02-2023";"14-02-2023";10;21,8;2;4,4
"Zundert";22260;"01-02-2023";"14-02-2023";1;4,5;2;9
"Zutphen";48330;"01-02-2023";"14-02-2023";18;37,2;4;8,3
"Zwartewaterland";23012;"01-02-2023";"14-02-2023";3;13;2;8,7
"Zwijndrecht";44789;"01-02-2023";"14-02-2023";15;33,5;1;2,2
"Zwolle";130668;"01-02-2023";"14-02-2023";47;36;3;2,3
