"Gemeente";"Inwoners";"Van";"Tot";"Meldingen";"Meldingen per 100.000";"Zkh opname";"Zkh opname per 100.000"
"Boxtel";33129;"08-03-2023";"21-03-2023";23;69,4;2;6
"Breda";184702;"08-03-2023";"21-03-2023";40;21,7;14;7,6
"Bronckhorst";36077;"08-03-2023";"21-03-2023";8;22,2;4;11,1
"Brummen";20890;"08-03-2023";"21-03-2023";3;14,4;1;4,8
"Brunssum";27674;"08-03-2023";"21-03-2023";13;47;3;10,8
"Bunnik";15590;"08-03-2023";"21-03-2023";2;12,8;0;0
"Bunschoten";22325;"08-03-2023";"21-03-2023";5;22,4;0;0
"Buren";27155;"08-03-2023";"21-03-2023";6;22,1;2;7,4
"Capelle aan den IJssel";67188;"08-03-2023";"21-03-2023";11;16,4;9;13,4
"Castricum";36263;"08-03-2023";"21-03-2023";9;24,8;3;8,3
"Coevorden";35517;"08-03-2023";"21-03-2023";10;28,2;3;8,4
"Cranendonck";20669;"08-03-2023";"21-03-2023";9;43,5;3;14,5
"Culemborg";29397;"08-03-2023";"21-03-2023";9;30,6;2;6,8
"Dalfsen";29162;"08-03-2023";"21-03-2023";3;10,3;0;0
"Dantumadiel";18957;"08-03-2023";"21-03-2023";7;36,9;2;10,6
"De Bilt";43508;"08-03-2023";"21-03-2023";9;20,7;5;11,5
"De Fryske Marren";51597;"08-03-2023";"21-03-2023";16;31;6;11,6
"De Ronde Venen";44955;"08-03-2023";"21-03-2023";10;22,2;2;4,4
"De Wolden";24511;"08-03-2023";"21-03-2023";6;24,5;3;12,2
"Delft";104572;"08-03-2023";"21-03-2023";29;27,7;7;6,7
"Den Helder";56334;"08-03-2023";"21-03-2023";25;44,4;14;24,9
"Deurne";32606;"08-03-2023";"21-03-2023";15;46;3;9,2
"Deventer";101446;"08-03-2023";"21-03-2023";33;32,5;8;7,9
"Diemen";31822;"08-03-2023";"21-03-2023";9;28,3;0;0
"Dijk en Waard";87695;"08-03-2023";"21-03-2023";25;28,5;11;12,5
"Dinkelland";26594;"08-03-2023";"21-03-2023";6;22,6;5;18,8
"Doesburg";11036;"08-03-2023";"21-03-2023";8;72,5;3;27,2
"Doetinchem";58546;"08-03-2023";"21-03-2023";48;82;4;6,8
"Dongen";26483;"08-03-2023";"21-03-2023";9;34;3;11,3
"Dordrecht";119537;"08-03-2023";"21-03-2023";54;45,2;12;10
"Drechterland";19983;"08-03-2023";"21-03-2023";1;5;0;0
"Drimmelen";27476;"08-03-2023";"21-03-2023";6;21,8;3;10,9
"Dronten";42865;"08-03-2023";"21-03-2023";5;11,7;1;2,3
"Druten";19178;"08-03-2023";"21-03-2023";11;57,4;2;10,4
"Duiven";24946;"08-03-2023";"21-03-2023";11;44,1;1;4
"Echt-Susteren";31731;"08-03-2023";"21-03-2023";16;50,4;1;3,2
"Edam-Volendam";36471;"08-03-2023";"21-03-2023";13;35,6;2;5,5
"Ede";119986;"08-03-2023";"21-03-2023";55;45,8;5;4,2
"Eemnes";9450;"08-03-2023";"21-03-2023";0;0;0;0
"Eemsdelta";45389;"08-03-2023";"21-03-2023";15;33;0;0
"Eersel";19823;"08-03-2023";"21-03-2023";4;20,2;1;5
"Eijsden-Margraten";25857;"08-03-2023";"21-03-2023";6;23,2;1;3,9
"Eindhoven";238326;"08-03-2023";"21-03-2023";87;36,5;14;5,9
"Elburg";23740;"08-03-2023";"21-03-2023";3;12,6;0;0
"Emmen";107856;"08-03-2023";"21-03-2023";40;37,1;14;13
"Enkhuizen";18620;"08-03-2023";"21-03-2023";0;0;1;5,4
"Enschede";160640;"08-03-2023";"21-03-2023";53;33;25;15,6
"Epe";33257;"08-03-2023";"21-03-2023";8;24,1;4;12
"Ermelo";27258;"08-03-2023";"21-03-2023";7;25,7;0;0
"Etten-Leur";44152;"08-03-2023";"21-03-2023";7;15,9;5;11,3
"Geertruidenberg";21944;"08-03-2023";"21-03-2023";5;22,8;6;27,3
"Geldrop-Mierlo";40131;"08-03-2023";"21-03-2023";12;29,9;6;15
"Gemert-Bakel";31040;"08-03-2023";"21-03-2023";5;16,1;3;9,7
"Gennep";17237;"08-03-2023";"21-03-2023";2;11,6;2;11,6
"Gilze en Rijen";26557;"08-03-2023";"21-03-2023";4;15,1;4;15,1
"Goeree-Overflakkee";51051;"08-03-2023";"21-03-2023";14;27,4;7;13,7
"Goes";38950;"08-03-2023";"21-03-2023";18;46,2;8;20,5
"Goirle";23979;"08-03-2023";"21-03-2023";9;37,5;4;16,7
"Gooise Meren";58846;"08-03-2023";"21-03-2023";2;3,4;0;0
"Gorinchem";37632;"08-03-2023";"21-03-2023";6;15,9;1;2,7
"Gouda";74095;"08-03-2023";"21-03-2023";25;33,7;6;8,1
"Groningen";234950;"08-03-2023";"21-03-2023";41;17,5;12;5,1
"Gulpen-Wittem";14178;"08-03-2023";"21-03-2023";2;14,1;0;0
"Haaksbergen";24268;"08-03-2023";"21-03-2023";2;8,2;0;0
"Haarlem";162898;"08-03-2023";"21-03-2023";61;37,4;4;2,5
"Haarlemmermeer";159336;"08-03-2023";"21-03-2023";47;29,5;2;1,3
"Halderberge";30770;"08-03-2023";"21-03-2023";21;68,2;4;13
"Hardenberg";61798;"08-03-2023";"21-03-2023";15;24,3;3;4,9
"Harderwijk";48857;"08-03-2023";"21-03-2023";19;38,9;3;6,1
"Hardinxveld-Giessendam";18511;"08-03-2023";"21-03-2023";3;16,2;0;0
"Harlingen";15904;"08-03-2023";"21-03-2023";2;12,6;1;6,3
"Hattem";12307;"08-03-2023";"21-03-2023";5;40,6;1;8,1
"Heemskerk";39189;"08-03-2023";"21-03-2023";13;33,2;1;2,6
"Heemstede";27557;"08-03-2023";"21-03-2023";9;32,7;4;14,5
"Heerde";18976;"08-03-2023";"21-03-2023";8;42,2;1;5,3
"Heerenveen";51119;"08-03-2023";"21-03-2023";13;25,4;6;11,7
"Heerlen";86845;"08-03-2023";"21-03-2023";28;32,2;7;8,1
"Heeze-Leende";16470;"08-03-2023";"21-03-2023";6;36,4;0;0
"Heiloo";24417;"08-03-2023";"21-03-2023";9;36,9;3;12,3
"Hellendoorn";35940;"08-03-2023";"21-03-2023";5;13,9;0;0
"Helmond";93476;"08-03-2023";"21-03-2023";15;16;13;13,9
"Hendrik-Ido-Ambacht";31663;"08-03-2023";"21-03-2023";10;31,6;5;15,8
"Hengelo";81476;"08-03-2023";"21-03-2023";29;35,6;9;11
"Het Hogeland";48022;"08-03-2023";"21-03-2023";10;20,8;2;4,2
"Heumen";17175;"08-03-2023";"21-03-2023";5;29,1;5;29,1
"Heusden";45557;"08-03-2023";"21-03-2023";14;30,7;8;17,6
"Hillegom";22312;"08-03-2023";"21-03-2023";7;31,4;2;9
"Hilvarenbeek";15810;"08-03-2023";"21-03-2023";1;6,3;1;6,3
"Hilversum";91733;"08-03-2023";"21-03-2023";16;17,4;0;0
"Hoeksche Waard";88715;"08-03-2023";"21-03-2023";11;12,4;2;2,3
"Hof van Twente";35056;"08-03-2023";"21-03-2023";10;28,5;3;8,6
"Hollands Kroon";48778;"08-03-2023";"21-03-2023";16;32,8;3;6,2
"Hoogeveen";55857;"08-03-2023";"21-03-2023";22;39,4;7;12,5
"Hoorn";74298;"08-03-2023";"21-03-2023";9;12,1;4;5,4
"Horst aan de Maas";43039;"08-03-2023";"21-03-2023";10;23,2;0;0
"Houten";50323;"08-03-2023";"21-03-2023";11;21,9;7;13,9
"Huizen";40938;"08-03-2023";"21-03-2023";2;4,9;0;0
"Hulst";27533;"08-03-2023";"21-03-2023";12;43,6;1;3,6
"IJsselstein";33429;"08-03-2023";"21-03-2023";6;17,9;4;12
"Kaag en Braassem";27895;"08-03-2023";"21-03-2023";5;17,9;2;7,2
"Kampen";54791;"08-03-2023";"21-03-2023";13;23,7;6;11
"Kapelle";13020;"08-03-2023";"21-03-2023";7;53,8;1;7,7
"Katwijk";66032;"08-03-2023";"21-03-2023";16;24,2;11;16,7
"Kerkrade";45324;"08-03-2023";"21-03-2023";17;37,5;4;8,8
"Koggenland";23048;"08-03-2023";"21-03-2023";3;13;1;4,3
"Krimpen aan den IJssel";29415;"08-03-2023";"21-03-2023";10;34;4;13,6
"Krimpenerwaard";57062;"08-03-2023";"21-03-2023";9;15,8;3;5,3
"Laarbeek";22943;"08-03-2023";"21-03-2023";17;74,1;5;21,8
"Land van Cuijk";90707;"08-03-2023";"21-03-2023";39;43;11;12,1
"Landgraaf";37023;"08-03-2023";"21-03-2023";9;24,3;1;2,7
"Landsmeer";11560;"08-03-2023";"21-03-2023";0;0;0;0
"Lansingerland";64110;"08-03-2023";"21-03-2023";5;7,8;4;6,2
"Laren";11528;"08-03-2023";"21-03-2023";2;17,3;1;8,7
"Leeuwarden";125504;"08-03-2023";"21-03-2023";42;33,5;15;12
"Leiden";125074;"08-03-2023";"21-03-2023";49;39,2;15;12
"Leiderdorp";27464;"08-03-2023";"21-03-2023";11;40,1;2;7,3
"Leidschendam-Voorburg";76659;"08-03-2023";"21-03-2023";22;28,7;1;1,3
"Lelystad";81214;"08-03-2023";"21-03-2023";35;43,1;5;6,2
"Leudal";35928;"08-03-2023";"21-03-2023";7;19,5;0;0
"Leusden";30713;"08-03-2023";"21-03-2023";11;35,8;0;0
"Lingewaard";46963;"08-03-2023";"21-03-2023";17;36,2;4;8,5
"Lisse";23015;"08-03-2023";"21-03-2023";5;21,7;2;8,7
"Lochem";34069;"08-03-2023";"21-03-2023";8;23,5;3;8,8
"Loon op Zand";23768;"08-03-2023";"21-03-2023";5;21;3;12,6
"Lopik";14512;"08-03-2023";"21-03-2023";5;34,5;1;6,9
"Losser";23084;"08-03-2023";"21-03-2023";2;8,7;3;13
"Maasdriel";25504;"08-03-2023";"21-03-2023";9;35,3;2;7,8
"Maasgouw";24028;"08-03-2023";"21-03-2023";13;54,1;1;4,2
"Maashorst";58362;"08-03-2023";"21-03-2023";9;15,4;5;8,6
"Maassluis";34148;"08-03-2023";"21-03-2023";5;14,6;1;2,9
"Maastricht";121151;"08-03-2023";"21-03-2023";43;35,5;1;0,8
"Medemblik";45464;"08-03-2023";"21-03-2023";10;22;6;13,2
"Meerssen";18581;"08-03-2023";"21-03-2023";5;26,9;0;0
"Meierijstad";82613;"08-03-2023";"21-03-2023";21;25,4;7;8,5
"Meppel";34761;"08-03-2023";"21-03-2023";9;25,9;3;8,6
"Middelburg";49199;"08-03-2023";"21-03-2023";8;16,3;4;8,1
"Midden-Delfland";19484;"08-03-2023";"21-03-2023";8;41,1;2;10,3
"Midden-Drenthe";33689;"08-03-2023";"21-03-2023";5;14,8;0;0
"Midden-Groningen";60898;"08-03-2023";"21-03-2023";25;41,1;8;13,1
"Moerdijk";37313;"08-03-2023";"21-03-2023";13;34,8;9;24,1
"Molenlanden";44644;"08-03-2023";"21-03-2023";10;22,4;1;2,2
"Montferland";36359;"08-03-2023";"21-03-2023";24;66;10;27,5
"Montfoort";13818;"08-03-2023";"21-03-2023";3;21,7;1;7,2
"Mook en Middelaar";7989;"08-03-2023";"21-03-2023";1;12,5;0;0
"Neder-Betuwe";25032;"08-03-2023";"21-03-2023";6;24;2;8
"Nederweert";17323;"08-03-2023";"21-03-2023";12;69,3;0;0
"Nieuwegein";64554;"08-03-2023";"21-03-2023";28;43,4;7;10,8
"Nieuwkoop";29304;"08-03-2023";"21-03-2023";16;54,6;1;3,4
"Nijkerk";44311;"08-03-2023";"21-03-2023";22;49,6;2;4,5
"Nijmegen";179100;"08-03-2023";"21-03-2023";80;44,7;16;8,9
"Nissewaard";86332;"08-03-2023";"21-03-2023";18;20,8;4;4,6
"Noardeast-Fryslân";45593;"08-03-2023";"21-03-2023";11;24,1;4;8,8
"Noord-Beveland";7668;"08-03-2023";"21-03-2023";1;13;0;0
"Noordenveld";31238;"08-03-2023";"21-03-2023";4;12,8;2;6,4
"Noordoostpolder";48048;"08-03-2023";"21-03-2023";10;20,8;5;10,4
"Noordwijk";44365;"08-03-2023";"21-03-2023";9;20,3;2;4,5
"Nuenen, Gerwen en Nederwetten";23826;"08-03-2023";"21-03-2023";9;37,8;3;12,6
"Nunspeet";28223;"08-03-2023";"21-03-2023";12;42,5;5;17,7
"Oegstgeest";25499;"08-03-2023";"21-03-2023";14;54,9;1;3,9
"Oirschot";19061;"08-03-2023";"21-03-2023";8;42;1;5,2
"Oisterwijk";32503;"08-03-2023";"21-03-2023";12;36,9;5;15,4
"Oldambt";38521;"08-03-2023";"21-03-2023";9;23,4;1;2,6
"Oldebroek";23930;"08-03-2023";"21-03-2023";1;4,2;2;8,4
"Oldenzaal";31741;"08-03-2023";"21-03-2023";5;15,8;4;12,6
"Olst-Wijhe";18496;"08-03-2023";"21-03-2023";7;37,8;1;5,4
"Ommen";18457;"08-03-2023";"21-03-2023";4;21,7;0;0
"Oost Gelre";29603;"08-03-2023";"21-03-2023";14;47,3;9;30,4
"Oosterhout";56535;"08-03-2023";"21-03-2023";17;30,1;13;23
"Ooststellingwerf";25680;"08-03-2023";"21-03-2023";8;31,2;1;3,9
"Oostzaan";9639;"08-03-2023";"21-03-2023";3;31,1;0;0
"Opmeer";12074;"08-03-2023";"21-03-2023";2;16,6;0;0
"Opsterland";29791;"08-03-2023";"21-03-2023";7;23,5;0;0
"Oss";93307;"08-03-2023";"21-03-2023";32;34,3;12;12,9
"Oude IJsselstreek";39387;"08-03-2023";"21-03-2023";16;40,6;4;10,2
"Ouder-Amstel";14212;"08-03-2023";"21-03-2023";3;21,1;0;0
"Oudewater";10159;"08-03-2023";"21-03-2023";2;19,7;2;19,7
"Overbetuwe";48266;"08-03-2023";"21-03-2023";22;45,6;7;14,5
"Papendrecht";32208;"08-03-2023";"21-03-2023";33;102,5;1;3,1
"Peel en Maas";44278;"08-03-2023";"21-03-2023";15;33,9;1;2,3
"Pekela";12196;"08-03-2023";"21-03-2023";1;8,2;0;0
"Pijnacker-Nootdorp";56572;"08-03-2023";"21-03-2023";12;21,2;2;3,5
"Purmerend";92240;"08-03-2023";"21-03-2023";32;34,7;3;3,3
"Putten";24598;"08-03-2023";"21-03-2023";3;12,2;0;0
"Raalte";38140;"08-03-2023";"21-03-2023";17;44,6;2;5,2
"Reimerswaal";22920;"08-03-2023";"21-03-2023";1;4,4;0;0
"Renkum";31358;"08-03-2023";"21-03-2023";27;86,1;1;3,2
"Renswoude";5651;"08-03-2023";"21-03-2023";0;0;0;0
"Reusel-De Mierden";13271;"08-03-2023";"21-03-2023";4;30,1;3;22,6
"Rheden";43435;"08-03-2023";"21-03-2023";14;32,2;1;2,3
"Rhenen";20265;"08-03-2023";"21-03-2023";3;14,8;1;4,9
"Ridderkerk";47099;"08-03-2023";"21-03-2023";16;34;2;4,2
"Rijssen-Holten";38231;"08-03-2023";"21-03-2023";7;18,3;2;5,2
"Rijswijk";56941;"08-03-2023";"21-03-2023";26;45,7;5;8,8
"Roerdalen";20558;"08-03-2023";"21-03-2023";10;48,6;0;0
"Roermond";59184;"08-03-2023";"21-03-2023";22;37,2;0;0
"Roosendaal";77244;"08-03-2023";"21-03-2023";29;37,5;9;11,7
"Rotterdam";655468;"08-03-2023";"21-03-2023";137;20,9;47;7,2
"Rozendaal";1756;"08-03-2023";"21-03-2023";3;170,8;0;0
"Rucphen";23326;"08-03-2023";"21-03-2023";6;25,7;4;17,1
"Schagen";46833;"08-03-2023";"21-03-2023";11;23,5;3;6,4
"Scherpenzeel";10317;"08-03-2023";"21-03-2023";2;19,4;1;9,7
"Schiedam";79644;"08-03-2023";"21-03-2023";14;17,6;6;7,5
"Schiermonnikoog";944;"08-03-2023";"21-03-2023";0;0;0;0
"Schouwen-Duiveland";34152;"08-03-2023";"21-03-2023";1;2,9;1;2,9
"Simpelveld";10425;"08-03-2023";"21-03-2023";5;48;1;9,6
"Sint-Michielsgestel";29731;"08-03-2023";"21-03-2023";7;23,5;4;13,5
"Sittard-Geleen";91719;"08-03-2023";"21-03-2023";41;44,7;7;7,6
"Sliedrecht";25897;"08-03-2023";"21-03-2023";6;23,2;1;3,9
"Sluis";23141;"08-03-2023";"21-03-2023";10;43,2;0;0
"Smallingerland";55895;"08-03-2023";"21-03-2023";13;23,3;2;3,6
"Soest";47113;"08-03-2023";"21-03-2023";14;29,7;0;0
"Someren";19701;"08-03-2023";"21-03-2023";5;25,4;4;20,3
"Son en Breugel";17775;"08-03-2023";"21-03-2023";3;16,9;0;0
"Stadskanaal";31851;"08-03-2023";"21-03-2023";6;18,8;2;6,3
"Staphorst";17282;"08-03-2023";"21-03-2023";3;17,4;0;0
"Stede Broec";21947;"08-03-2023";"21-03-2023";2;9,1;0;0
"Steenbergen";24333;"08-03-2023";"21-03-2023";4;16,4;7;28,8
"Steenwijkerland";44741;"08-03-2023";"21-03-2023";5;11,2;3;6,7
"Stein";24803;"08-03-2023";"21-03-2023";6;24,2;0;0
"Stichtse Vecht";65240;"08-03-2023";"21-03-2023";24;36,8;4;6,1
"Súdwest-Fryslân";90300;"08-03-2023";"21-03-2023";17;18,8;3;3,3
"Terneuzen";54501;"08-03-2023";"21-03-2023";15;27,5;2;3,7
"Terschelling";4960;"08-03-2023";"21-03-2023";0;0;1;20,2
"Texel";13687;"08-03-2023";"21-03-2023";0;0;0;0
"Teylingen";37942;"08-03-2023";"21-03-2023";23;60,6;6;15,8
"Tholen";26401;"08-03-2023";"21-03-2023";7;26,5;6;22,7
"Tiel";42277;"08-03-2023";"21-03-2023";16;37,8;2;4,7
"Tilburg";224459;"08-03-2023";"21-03-2023";105;46,8;18;8
"Tubbergen";21364;"08-03-2023";"21-03-2023";4;18,7;0;0
"Twenterand";33718;"08-03-2023";"21-03-2023";10;29,7;2;5,9
"Tynaarlo";34221;"08-03-2023";"21-03-2023";12;35,1;1;2,9
"Tytsjerksteradiel";32282;"08-03-2023";"21-03-2023";7;21,7;1;3,1
"Uitgeest";13563;"08-03-2023";"21-03-2023";0;0;0;0
"Uithoorn";31018;"08-03-2023";"21-03-2023";5;16,1;0;0
"Urk";21468;"08-03-2023";"21-03-2023";2;9,3;2;9,3
"Utrecht";361699;"08-03-2023";"21-03-2023";91;25,2;35;9,7
"Utrechtse Heuvelrug";49981;"08-03-2023";"21-03-2023";25;50;6;12
"Vaals";10135;"08-03-2023";"21-03-2023";1;9,9;1;9,9
"Valkenburg aan de Geul";16167;"08-03-2023";"21-03-2023";7;43,3;0;0
"Valkenswaard";31236;"08-03-2023";"21-03-2023";13;41,6;6;19,2
"Veendam";27466;"08-03-2023";"21-03-2023";1;3,6;0;0
"Veenendaal";67671;"08-03-2023";"21-03-2023";18;26,6;0;0
"Veere";21850;"08-03-2023";"21-03-2023";11;50,3;4;18,3
"Veldhoven";45822;"08-03-2023";"21-03-2023";30;65,5;7;15,3
"Velsen";68482;"08-03-2023";"21-03-2023";56;81,8;3;4,4
"Venlo";102136;"08-03-2023";"21-03-2023";46;45;0;0
"Venray";43964;"08-03-2023";"21-03-2023";11;25;0;0
"Vijfheerenlanden";58788;"08-03-2023";"21-03-2023";16;27,2;5;8,5
"Vlaardingen";74143;"08-03-2023";"21-03-2023";14;18,9;6;8,1
"Vlieland";1195;"08-03-2023";"21-03-2023";1;83,7;1;83,7
"Vlissingen";44585;"08-03-2023";"21-03-2023";12;26,9;4;9
"Voerendaal";12426;"08-03-2023";"21-03-2023";1;8;0;0
"Voorne aan Zee";73238;"08-03-2023";"21-03-2023";13;17,8;8;10,9
"Voorschoten";25627;"08-03-2023";"21-03-2023";12;46,8;1;3,9
"Voorst";24994;"08-03-2023";"21-03-2023";7;28;1;4
"Vught";31783;"08-03-2023";"21-03-2023";11;34,6;4;12,6
"Waadhoeke";46309;"08-03-2023";"21-03-2023";14;30,2;5;10,8
"Waalre";17626;"08-03-2023";"21-03-2023";11;62,4;5;28,4
"Waalwijk";49342;"08-03-2023";"21-03-2023";11;22,3;6;12,2
"Waddinxveen";31342;"08-03-2023";"21-03-2023";10;31,9;1;3,2
"Wageningen";39939;"08-03-2023";"21-03-2023";27;67,6;1;2,5
"Wassenaar";27115;"08-03-2023";"21-03-2023";11;40,6;3;11,1
"Waterland";17343;"08-03-2023";"21-03-2023";2;11,5;1;5,8
"Weert";50346;"08-03-2023";"21-03-2023";45;89,4;2;4
"West Betuwe";51971;"08-03-2023";"21-03-2023";6;11,5;2;3,8
"West Maas en Waal";19675;"08-03-2023";"21-03-2023";16;81,3;4;20,3
"Westerkwartier";64306;"08-03-2023";"21-03-2023";12;18,7;7;10,9
"Westerveld";19854;"08-03-2023";"21-03-2023";3;15,1;0;0
"Westervoort";14944;"08-03-2023";"21-03-2023";9;60,2;0;0
"Westerwolde";26571;"08-03-2023";"21-03-2023";8;30,1;1;3,8
"Westland";112448;"08-03-2023";"21-03-2023";27;24;11;9,8
"Weststellingwerf";26278;"08-03-2023";"21-03-2023";13;49,5;2;7,6
"Wierden";24643;"08-03-2023";"21-03-2023";3;12,2;1;4,1
"Wijchen";41344;"08-03-2023";"21-03-2023";19;46;10;24,2
"Wijdemeren";24494;"08-03-2023";"21-03-2023";2;8,2;0;0
"Wijk bij Duurstede";23921;"08-03-2023";"21-03-2023";6;25,1;2;8,4
"Winterswijk";29185;"08-03-2023";"21-03-2023";9;30,8;3;10,3
"Woensdrecht";22112;"08-03-2023";"21-03-2023";3;13,6;3;13,6
"Woerden";52882;"08-03-2023";"21-03-2023";8;15,1;4;7,6
"Wormerland";16381;"08-03-2023";"21-03-2023";2;12,2;1;6,1
"Woudenberg";13873;"08-03-2023";"21-03-2023";6;43,2;1;7,2
"Zaanstad";157166;"08-03-2023";"21-03-2023";54;34,4;9;5,7
"Zaltbommel";29957;"08-03-2023";"21-03-2023";2;6,7;0;0
"Zandvoort";17107;"08-03-2023";"21-03-2023";5;29,2;0;0
"Zeewolde";23348;"08-03-2023";"21-03-2023";3;12,8;0;0
"Zeist";65987;"08-03-2023";"21-03-2023";21;31,8;14;21,2
"Zevenaar";44645;"08-03-2023";"21-03-2023";26;58,2;2;4,5
"Zoetermeer";125767;"08-03-2023";"21-03-2023";24;19,1;5;4
"Zoeterwoude";9302;"08-03-2023";"21-03-2023";3;32,3;0;0
"Zuidplas";45794;"08-03-2023";"21-03-2023";11;24;1;2,2
"Zundert";22260;"08-03-2023";"21-03-2023";3;13,5;2;9
"Zutphen";48330;"08-03-2023";"21-03-2023";9;18,6;3;6,2
"Zwartewaterland";23012;"08-03-2023";"21-03-2023";5;21,7;1;4,3
"Zwijndrecht";44789;"08-03-2023";"21-03-2023";17;38;4;8,9
"Zwolle";130668;"08-03-2023";"21-03-2023";49;37,5;9;6,9
