"Gemeente";"Inwoners";"Van";"Tot";"Meldingen";"Meldingen per 100.000";"Zkh opname";"Zkh opname per 100.000";"Overleden";"Overleden per 100.000"
"Wormerland";16381;"02-11-2022";"15-11-2022";16;97,7;0;0;0;0
"Woudenberg";13873;"02-11-2022";"15-11-2022";16;115,3;1;7,2;0;0
"Zaanstad";157166;"02-11-2022";"15-11-2022";104;66,2;4;2,5;1;0,6
"Zaltbommel";29957;"02-11-2022";"15-11-2022";16;53,4;2;6,7;0;0
"Zandvoort";17107;"02-11-2022";"15-11-2022";14;81,8;1;5,8;0;0
"Zeewolde";23348;"02-11-2022";"15-11-2022";12;51,4;0;0;0;0
"Zeist";65987;"02-11-2022";"15-11-2022";58;87,9;8;12,1;0;0
"Zevenaar";44645;"02-11-2022";"15-11-2022";21;47;0;0;0;0
"Zoetermeer";125767;"02-11-2022";"15-11-2022";93;73,9;3;2,4;0;0
"Zoeterwoude";9302;"02-11-2022";"15-11-2022";6;64,5;0;0;0;0
"Zuidplas";45794;"02-11-2022";"15-11-2022";33;72,1;2;4,4;0;0
"Zundert";22260;"02-11-2022";"15-11-2022";12;53,9;2;9;0;0
"Zutphen";48330;"02-11-2022";"15-11-2022";26;53,8;4;8,3;1;2,1
"Zwartewaterland";23012;"02-11-2022";"15-11-2022";13;56,5;0;0;0;0
"Zwijndrecht";44789;"02-11-2022";"15-11-2022";27;60,3;1;2,2;0;0
"Zwolle";130668;"02-11-2022";"15-11-2022";103;78,8;2;1,5;0;0
